rank,username,ptcg_id,area,points
1,Tiger,tw15435377,新北市,238pt
2,NiHao_WoChiYiDian,tw56336073,臺中市,218pt
3,Galaxy,tw27568465,臺中市,215pt
4,曉致,tw63508480,高雄市,214pt
5,TCGSTORE_阿元,tw79280986,臺北市,207pt
6,Ray,tw73106123,高雄市,199pt
7,BossTang,tw48793078,基隆市,198pt
8,Jiao,tw78403870,新北市,196pt
9,LUN,tw56605426,臺南市,193pt
10,shawn,tw42309306,臺中市,192pt
11,Yeen,tw73048413,臺南市,185pt
12,TopCard_Fu,tw77877383,新竹縣,182pt
13,aaaa,tw36759052,臺中市,178pt
14,DCG_01,tw24854365,新竹縣,175pt
15,Danyang,tw03132048,高雄市,174pt
16,cian,tw78657682,高雄市,170pt
17,Mr.Gengar,tw05925639,臺中市,167pt
18,DKA_PIGRIGHT0,tw93433450,宜蘭縣,166pt
18,Heisenberg,tw22529091,臺北市,166pt
20,Moon,tw97931731,臺北市,163pt
20,Stanley.LAI,tw29404493,臺中市,163pt
22,Akashi,tw23764220,彰化縣,160pt
22,ZIYI777,tw69848864,新北市,160pt
24,Chuangbob,tw59842400,新竹市,159pt
25,JEFF,tw33544977,新北市,158pt
26,86,tw94971550,臺北市,155pt
27,XJH_Fengshen,tw15026318,新北市,154pt
28,Viveka,tw21820105,桃園市,153pt
29,DONG_JI_WU,tw59054436,臺中市,151pt
30,Modred1104,tw44821842,臺中市,150pt
30,PoYangHsu,tw10141695,高雄市,150pt
32,海豹姐,tw01909140,彰化縣,148pt
33,ClawsTY Martin,tw76086171,桃園市,147pt
33,Ianyang,tw45485735,高雄市,147pt
33,瘋桌遊楠梓店正老闆徵闆娘！,tw02559687,高雄市,147pt
36,TCGSTORE_MASSA,tw85147749,臺北市,145pt
36,will,tw79188375,高雄市,145pt
38,BenT,tw76470686,臺南市,143pt
38,TEAM_David,tw10467123,臺北市,143pt
40,QQ,tw26175828,臺中市,142pt
40,R1n90,tw23226571,新北市,142pt
42,LINCHEHSUAN,tw95954871,臺北市,137pt
43,GMS-YO,tw93955100,臺南市,135pt
44,kazma,tw04461037,臺北市,134pt
44,哈力栗,tw44344603,高雄市,134pt
46,GHG_PeterWine,tw16132632,宜蘭縣,131pt
47,ChenMinQian,tw75551324,苗栗縣,130pt
48,"Chang,I-Hsiang",tw89343025,臺中市,129pt
48,ScreamTail,tw42619935,臺南市,129pt
48,Shanks,tw28750216,新北市,129pt
51,Mark,tw46076033,高雄市,127pt
52,Nick,tw55000893,臺中市,125pt
53,DCG_2330,tw46798799,臺北市,124pt
53,StrongOrange,tw97885633,臺南市,124pt
55,L,tw18638755,彰化縣,122pt
55,lkkder,tw06441088,高雄市,122pt
57,HiddenSquid,tw00387540,桃園市,121pt
57,Johnny,tw50567676,苗栗縣,121pt
57,yuyu614,tw11292760,臺北市,121pt
60,Snake,tw01024875,新北市,120pt
60,rabbit,tw24203947,新北市,120pt
62,13,tw39174853,臺南市,118pt
62,南呱,tw32214798,雲林縣,118pt
64,Bob,tw13624938,彰化縣,116pt
65,DQ,tw20116252,桃園市,115pt
65,Wei,tw53723254,臺中市,115pt
67,AndyChou,tw44127879,新北市,114pt
67,Jack,tw54430001,新竹市,114pt
67,Laolio,tw29536370,新北市,114pt
67,XRY,tw93076075,臺中市,114pt
71,Yang,tw60273793,高雄市,112pt
71,阿童,tw39185310,臺北市,112pt
73,Cookie,tw42912360,高雄市,111pt
73,Towasamalike,tw23205294,臺南市,111pt
75,CaiMingFeng,tw51147332,新北市,110pt
75,DCG_M1DSKY,tw16152234,新竹市,110pt
77,NewBee,tw59096586,桃園市,109pt
78,Zhaorui,tw88780324,臺中市,108pt
78,rio1022,tw68088789,高雄市,108pt
80,Miltank,tw46795660,臺北市,107pt
81,HaveFun-WeiWei,tw35839691,桃園市,106pt
81,Minatsuki,tw30477292,高雄市,106pt
83,Jyun,tw35995465,高雄市,105pt
84,DCG_J35815916,tw09574160,高雄市,104pt
84,Mapu0215,tw81121676,臺中市,104pt
84,NewFlavors,tw17203659,臺北市,104pt
84,罐頭,tw45806310,高雄市,104pt
88,Diamond,tw57017359,臺北市,103pt
89,Osnyani,tw97138451,新竹市,101pt
90,Aki,tw41073870,臺中市,100pt
90,Habu,tw79878183,高雄市,100pt
92,ChunLun,tw82981600,新北市,95pt
92,Giles,tw52127289,新北市,95pt
92,J4son,tw97135682,臺中市,95pt
92,Luffy87512,tw96909333,桃園市,95pt
92,watermelon,tw54760232,高雄市,95pt
97,GHG_Andro,tw20198051,新北市,94pt
97,GMS_Mew,tw67759215,新北市,94pt
99,HornyBat,tw81886933,臺北市,93pt
99,JimmyTai,tw39894258,新北市,93pt
101,Wen,tw08814300,新北市,92pt
102,Nine-tailedfox,tw87180928,桃園市,91pt
102,Yang-Qi-Jun,tw93858918,新北市,91pt
104,shang,tw75204861,新北市,90pt
105,Rukai-Warriors,tw96137948,屏東縣,89pt
105,Sin,tw61279434,高雄市,89pt
107,Pierre_Cashon,tw76059026,新北市,88pt
108,Hsiang,tw49877892,桃園市,87pt
109,Jiago,tw35707148,臺南市,86pt
109,KHJL,tw33425386,臺北市,86pt
109,LMK,tw75774280,高雄市,86pt
109,Nkrs,tw29121960,新北市,86pt
109,TsaiYaoChing,tw76258268,屏東縣,86pt
109,XJH_Tangfen,tw02826499,新北市,86pt
115,Bruce,tw32869182,臺北市,85pt
115,XJH_HANGO,tw67199394,新北市,85pt
115,shan,tw86177796,彰化縣,85pt
118,Gai,tw89609352,桃園市,84pt
118,Hank,tw33274690,臺北市,84pt
118,Jeremy0224,tw58817602,臺北市,84pt
118,Jerry,tw45498080,臺中市,84pt
118,OP_Chai,tw52194649,臺中市,84pt
118,WunHao,tw89644458,臺北市,84pt
124,LeiDog,tw35416653,臺北市,83pt
124,TuHungHsiang,tw67479231,新北市,83pt
124,bamboo,tw65483922,新北市,83pt
127,BO_YING,tw72333956,新北市,82pt
127,HuangPoTsun,tw35735135,臺中市,82pt
127,JoeChen,tw45324854,新北市,82pt
127,ericyang,tw96387195,新北市,82pt
131,ChenChuXiang,tw66134077,嘉義縣,81pt
131,Ricky,tw42527004,臺南市,81pt
131,翻轉-黃偉哲,tw40852343,臺南市,81pt
134,Bill,tw88559975,臺中市,80pt
