series,type,level,url,url_official,title
,masterball,junior,,https://asia.pokemon-card.com/tw/event-search/54377/,2025-26 Taiwan Master Ball League TCG Division Junior Category
,masterball,senior,,https://asia.pokemon-card.com/tw/event-search/54378/,2025-26 Taiwan Master Ball League TCG Division Senior Category
,masterball,master,,https://asia.pokemon-card.com/tw/event-search/54379/,2025-26 Taiwan Master Ball League TCG Division Masters Category
