season,type,level,url_official,title,organizer,capacity,official_date,venue,address,city,top128_file,top128_count
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53103/,2025-26 Taiwan Great Ball League Season 3,漫果子大直站,64 人,2026-02-22,台北市中山區北安路621巷13號1樓,104 臺北市 台北市中山區北安路621巷13號1樓,臺北市,top128_gbl_53103.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53104/,2025-26 Taiwan Great Ball League Season 3,貓腳印 桃園店,72 人,2026-02-22,桃園市桃園區中華路1號11樓,330 桃園市桃園區中華路1號11樓,桃園市,top128_gbl_53104.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53105/,2025-26 Taiwan Great Ball League Season 3,楊梅-說書人桌遊舖,32 人,2026-02-22,桃園市楊梅區校前路343號,326 桃園市楊梅區校前路343號,桃園市,top128_gbl_53105.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53107/,2025-26 Taiwan Great Ball League Season 3,貓腳印高雄巨蛋店,72 人,2026-02-22,高雄市左營區立文路77號6樓,813 高雄市左營區立文路77號6樓,高雄市,top128_gbl_53107.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53108/,2025-26 Taiwan Great Ball League Season 3,南瓜鎮,32 人,2026-02-28,新北市三峽區國光街91號,237 新北市三峽區國光街91號,新北市,top128_gbl_53108.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53109/,2025-26 Taiwan Great Ball League Season 3,奇幻桌遊複合式餐廳,72 人,2026-03-01,新北市土城區裕生路21巷6弄37號B1之7(A15),236 新北市土城區裕生路21巷6弄37號B1之7(A15),新北市,top128_gbl_53109.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53110/,2025-26 Taiwan Great Ball League Season 3,卡舖啦啦,72 人,2026-03-01,台中市南區復興路二段30-26號2樓,402 臺中市 台中市南區復興路二段30-26號2樓,臺中市,top128_gbl_53110.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53111/,2025-26 Taiwan Great Ball League Season 3,Play Lab Game 休閒館 台南,52 人,2026-03-01,台南市中西區民族路二段62號2樓,701 臺南市 台南市中西區民族路二段62號2樓,臺南市,top128_gbl_53111.csv,52
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53112/,2025-26 Taiwan Great Ball League Season 3,喬桌遊林森店,64 人,2026-03-01,高雄市新興區林森一路178號2樓,800 高雄市新興區林森一路178號2樓,高雄市,top128_gbl_53112.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53113/,2025-26 Taiwan Great Ball League Season 3,卡片特快車桌遊工作室,52 人,2026-03-01,屏東縣屏東市廣東路739-1,900 屏東縣屏東市廣東路739-1,屏東縣,top128_gbl_53113.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/53129/,2025-26 Taiwan Great Ball League Season 3,兔屋咖啡坊,54 人,2026-02-21,高雄市三民區大順二路859號,807 高雄市三民區大順二路859號,高雄市,top128_gbl_53129.csv,16
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/53495/,2025-26 Taiwan Great Ball League Season 1,暖角落 卡牌遊戲專賣店,64 人,2025-10-04,台北市松山區八德路四段135號B1,臺北市 台北市松山區八德路四段135號B1,臺北市,top128_gbl_53495.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54269/,2025-26 Taiwan Great Ball League Season 3,周周GO玩具 森林1店,32 人,2026-03-28,台北市士林區中山北路七段24號B1,111 臺北市 台北市士林區中山北路七段24號B1,臺北市,top128_gbl_54269.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54270/,2025-26 Taiwan Great Ball League Season 3,茶咖,40 人,2026-03-07,"1F., No. 133, Shezhong St.,","臺北市 1F., No. 133, Shezhong St.,",臺北市,top128_gbl_54270.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54271/,2025-26 Taiwan Great Ball League Season 3,桌遊秘境 林口長庚店,36 人,2026-03-29,桃園市龜山區文化七路206巷10號,333 桃園市龜山區文化七路206巷10號,桃園市,top128_gbl_54271.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54275/,2025-26 Taiwan Great Ball League Season 3,諾亞方舟 - 彰化魔豆店,68 人,2026-03-07,彰化縣彰化市光復路173號4樓,500 彰化縣彰化市光復路173號4樓,彰化縣,top128_gbl_54275.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54276/,2025-26 Taiwan Great Ball League Season 3,瘋桌遊益智遊戲專賣店 大安店,66 人,2026-03-29,台北市大安區通化街28巷2號,106 臺北市 台北市大安區通化街28巷2號,臺北市,top128_gbl_54276.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54281/,2025-26 Taiwan Great Ball League Season 3,Magic Star卡牌店,66 人,2026-03-15,台北市大安區和平東路二段231號2樓,106 臺北市 台北市大安區和平東路二段231號2樓,臺北市,top128_gbl_54281.csv,32
,gbl,,https://asia.pokemon-card.com/tw/event-search/54282/,,,,,,,,,
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54291/,2025-26 Taiwan Great Ball League Season 3,ALG-Academy Legacy Games,80 人,2026-03-21,台北市中山區長春路368號5樓,104 臺北市 台北市中山區長春路368號5樓,臺北市,top128_gbl_54291.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54292/,2025-26 Taiwan Great Ball League Season 3,元氣滿屋,32 人,2026-03-07,新北市板橋區漢生西路145號1樓,22051 新北市板橋區漢生西路145號1樓,新北市,top128_gbl_54292.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54293/,2025-26 Taiwan Great Ball League Season 3,踢桌子,84 人,2026-03-08,新竹縣竹北市博愛街358號2F,302 新竹縣竹北市博愛街358號2F,新竹縣,top128_gbl_54293.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54297/,2025-26 Taiwan Great Ball League Season 3,藍色的貓,36 人,2026-03-15,高雄市岡山區大義二路20號,820 高雄市岡山區大義二路20號,高雄市,top128_gbl_54297.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54298/,2025-26 Taiwan Great Ball League Season 3,玖零玩具,32 人,2026-03-15,台南市中西區民權路一段1號1樓,700 臺南市 台南市中西區民權路一段1號1樓,臺南市,top128_gbl_54298.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54299/,2025-26 Taiwan Great Ball League Season 3,卡多卡牌遊戲店,40 人,2026-03-21,南投縣草屯鎮芬草路一段229-3,542 南投縣草屯鎮芬草路一段229-3,南投縣,top128_gbl_54299.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54300/,2025-26 Taiwan Great Ball League Season 3,CardKame 卡卡咩,32 人,2026-03-22,新北市板橋區府中路87號3樓,220 新北市板橋區府中路87號3樓,新北市,top128_gbl_54300.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54301/,2025-26 Taiwan Great Ball League Season 3,模羊玩具店,42 人,2026-03-21,宜蘭市 民族路159號,260 宜蘭縣 宜蘭市 民族路159號,宜蘭縣,top128_gbl_54301.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54303/,2025-26 Taiwan Great Ball League Season 3,宮治卡牌遊戲專門店,68 人,2026-03-15,高雄市阿蓮區中正路483號,高雄市阿蓮區中正路483號,高雄市,top128_gbl_54303.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54304/,2025-26 Taiwan Great Ball League Season 3,享玩桌遊,50 人,2026-03-08,桃園市中壢區大仁街31號1樓,320 桃園市中壢區大仁街31號1樓,桃園市,top128_gbl_54304.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54305/,2025-26 Taiwan Great Ball League Season 3,Fun學桌遊教室,32 人,2026-03-28,旗山區瑞吉里旗文路7號,842 高雄市 旗山區瑞吉里旗文路7號,高雄市,top128_gbl_54305.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54306/,2025-26 Taiwan Great Ball League Season 3,一新書局,50 人,2026-03-29,高雄市苓雅區廣州一街143-6號,802 高雄市苓雅區廣州一街143-6號,高雄市,top128_gbl_54306.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54318/,2025-26 Taiwan Great Ball League Season 3,森桌遊,32 人,2026-03-21,新北市蘆洲區中山一路120巷3號,247 新北市蘆洲區中山一路120巷3號,新北市,top128_gbl_54318.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54323/,2025-26 Taiwan Great Ball League Season 3,瘋桌遊-益智遊戲專賣店(高雄楠梓店),70 人,2026-03-07,高雄市楠梓區宏昌街2號,811 高雄市楠梓區宏昌街2號,高雄市,top128_gbl_54323.csv,15
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54332/,2025-26 Taiwan Great Ball League Season 3,Card-Ple卡片人,32 人,2026-03-29,新北市新莊區民安西路120號2樓,242 新北市新莊區民安西路120號2樓,新北市,top128_gbl_54332.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54341/,2025-26 Taiwan Great Ball League Season 3,卡舖奇麒,50 人,2026-03-07,臺北市大同區民權西路230號B1,臺北市大同區民權西路230號B1,臺北市,top128_gbl_54341.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54342/,2025-26 Taiwan Great Ball League Season 3,Bruce桌遊空間-嫩江店,70 人,2026-03-07,高雄市三民區嫩江街74號2樓,807 高雄市三民區嫩江街74號2樓,高雄市,top128_gbl_54342.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54343/,2025-26 Taiwan Great Ball League Season 3,奧特狐桌遊店,32 人,2026-03-08,台北市萬華區內江街38號1樓,108 臺北市 台北市萬華區內江街38號1樓,臺北市,top128_gbl_54343.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54344/,2025-26 Taiwan Great Ball League Season 3,兩個世界TwoWorld桌遊館,40 人,2026-03-08,開車：位於夢想街旁的晉文路停車，走過39巷第一個路口右轉走20公尺即抵達。,433 台中市沙鹿區晉文路39巷36號 開車：位於夢想街旁的晉文路停車，走過39巷第一個路口右轉走20公尺即抵達。,臺中市,top128_gbl_54344.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54345/,2025-26 Taiwan Great Ball League Season 3,鬥陣,64 人,2026-03-08,彰化縣彰化市永樂街12號,500 彰化縣彰化市永樂街12號,彰化縣,top128_gbl_54345.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54346/,2025-26 Taiwan Great Ball League Season 3,桌遊帝國咖啡廳,34 人,2026-03-08,高雄市三民區建昌路35號,高雄市三民區建昌路35號,高雄市,top128_gbl_54346.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54347/,2025-26 Taiwan Great Ball League Season 3,暖角落 卡牌遊戲專賣店,68 人,2026-03-21,台北市松山區八德路四段135號B1,臺北市 台北市松山區八德路四段135號B1,臺北市,top128_gbl_54347.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54348/,2025-26 Taiwan Great Ball League Season 3,卡庫桌遊店,36 人,2026-03-22,高雄市岡山區後協理柳橋西路一段81號,820 高雄市岡山區後協理柳橋西路一段81號,高雄市,top128_gbl_54348.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54349/,2025-26 Taiwan Great Ball League Season 3,兔格樂 桌上休閒館,32 人,2026-03-28,新北市板橋區南雅南路一段一巷11號1樓,238 新北市板橋區南雅南路一段一巷11號1樓,新北市,top128_gbl_54349.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/54350/,2025-26 Taiwan Great Ball League Season 3,台中明志玩具,36 人,2026-03-28,407台中市西屯區中平路1227號,403 臺中市 407台中市西屯區中平路1227號,臺中市,top128_gbl_54350.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56729/,2025-26 Taiwan Great Ball League Season 3,明日卡牌遊戲桌遊店,32 人,2026-04-04,基隆市仁愛區忠二路56號1樓,200 基隆市仁愛區忠二路56號1樓,基隆市,top128_gbl_56729.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56730/,2025-26 Taiwan Great Ball League Season 3,Ririco - 集換式卡牌專賣,70 人,2026-04-04,406台中市北屯區北屯路288號B1,407 臺中市 406台中市北屯區北屯路288號B1,臺中市,top128_gbl_56730.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56731/,2025-26 Taiwan Great Ball League Season 3,松梅桌遊,70 人,2026-04-04,高雄市前鎮區瑞興街11號,806 高雄市前鎮區瑞興街11號,高雄市,top128_gbl_56731.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56732/,2025-26 Taiwan Great Ball League Season 3,Play Lab Game 休閒館 高雄,52 人,2026-04-04,高雄市三民區建國二路166號,高雄市三民區建國二路166號,高雄市,top128_gbl_56732.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56733/,2025-26 Taiwan Great Ball League Season 3,御三家桌遊共享空間,48 人,2026-04-05,台北市松山區光復南路55號3樓,320 臺北市 台北市松山區光復南路55號3樓,臺北市,top128_gbl_56733.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56734/,2025-26 Taiwan Great Ball League Season 3,塔普卡桌遊卡牌,76 人,2026-04-05,新竹縣竹北市仁義路182號2樓,302 新竹縣竹北市仁義路182號2樓,新竹縣,top128_gbl_56734.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56735/,2025-26 Taiwan Great Ball League Season 3,Bruce桌遊空間-三多店,80 人,2026-04-05,高雄市前鎮區三多三路213號8樓,806 高雄市前鎮區三多三路213號8樓,高雄市,top128_gbl_56735.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56736/,2025-26 Taiwan Great Ball League Season 3,PiggyLand豬豬玩具,32 人,2026-04-12,新北市永和區永和路二段203號9樓,234 新北市永和區永和路二段203號9樓,新北市,top128_gbl_56736.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56737/,2025-26 Taiwan Great Ball League Season 3,卡舖啦啦,72 人,2026-04-12,台中市南區復興路二段30-26號2樓,402 臺中市 台中市南區復興路二段30-26號2樓,臺中市,top128_gbl_56737.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56738/,2025-26 Taiwan Great Ball League Season 3,桌覓桌遊,66 人,2026-04-12,高雄市苓雅區林泉街38巷9弄7號1樓,802 高雄市苓雅區林泉街38巷9弄7號1樓,高雄市,top128_gbl_56738.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56739/,2025-26 Taiwan Great Ball League Season 3,貓腳印士林店,96 人,2026-04-18,台北市士林區大西路66號B1,111 臺北市 台北市士林區大西路66號B1,臺北市,top128_gbl_56739.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56740/,2025-26 Taiwan Great Ball League Season 3,諾亞方舟益智遊戲,90 人,2026-04-18,台中市西屯區台灣大道二段910號5樓之1,407 臺中市 台中市西屯區台灣大道二段910號5樓之1,臺中市,top128_gbl_56740.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56741/,2025-26 Taiwan Great Ball League Season 3,漢謚玩具社,150 人,2026-04-18,高雄市苓雅區中華四路244號2樓,802 高雄市苓雅區中華四路244號2樓,高雄市,top128_gbl_56741.csv,32
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56742/,2025-26 Taiwan Great Ball League Season 3,幽靈屋,40 人,2026-04-19,台北市南港區忠孝東路七段625巷33號,115 臺北市 台北市南港區忠孝東路七段625巷33號,臺北市,top128_gbl_56742.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56743/,2025-26 Taiwan Great Ball League Season 3,Play Lab Game 休閒館 台南,52 人,2026-04-19,台南市中西區民族路二段62號2樓,701 臺南市 台南市中西區民族路二段62號2樓,臺南市,top128_gbl_56743.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/56744/,2025-26 Taiwan Great Ball League Season 3,雙子-高雄鹽埕店,32 人,2026-04-19,高雄市鹽埕區田單街17號,803 高雄市鹽埕區田單街17號,高雄市,top128_gbl_56744.csv,16
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/57645/,2025-26 Taiwan Great Ball League Season 3,Card Master,256 人,2026-04-25,臺北市大同區昌吉街57號4樓,103 臺北市大同區昌吉街57號4樓,臺北市,top128_gbl_57645.csv,64
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/57646/,2025-26 Taiwan Great Ball League Season 3,新世紀遊戲館,256 人,2026-05-02,新竹縣竹北市復興三路二段168號 2樓,302 新竹市 新竹縣竹北市復興三路二段168號 2樓,新竹市,top128_gbl_57646.csv,64
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/57647/,2025-26 Taiwan Great Ball League Season 3,紙牌屋,256 人,2026-05-23,臺南市中西區中山路162號13樓(新光三越 台南中山店),700 臺南市中西區中山路162號13樓(新光三越 台南中山店),臺南市,top128_gbl_57647.csv,64
3,gbl,all,https://asia.pokemon-card.com/tw/event-search/57648/,2025-26 Taiwan Great Ball League Season 3,鬥樂一中店,256 人,2026-05-16,臺中市北區三民路三段129號中正大樓(國立臺中科技大學 中正大樓 一樓閱覽室),404 臺中市北區三民路三段129號中正大樓(國立臺中科技大學 中正大樓 一樓閱覽室),臺中市,top128_gbl_57648.csv,64
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66338/,2026-27 Taiwan Great Ball League Season 1,諾亞方舟益智遊戲,90 人,2026-09-05,台中市西屯區台灣大道二段910號5樓之1,407 臺中市 台中市西屯區台灣大道二段910號5樓之1,臺中市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66339/,2026-27 Taiwan Great Ball League Season 1,ALG-Academy Legacy Games,80 人,2026-09-05,台北市中山區長春路368號5樓,104 臺北市 台北市中山區長春路368號5樓,臺北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66340/,2026-27 Taiwan Great Ball League Season 1,卡多卡牌遊戲店,44 人,2026-09-05,南投縣草屯鎮芬草路一段229-3,542 南投縣草屯鎮芬草路一段229-3,南投縣,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66341/,2026-27 Taiwan Great Ball League Season 1,漢謚玩具社,128 人,2026-09-05,高雄市苓雅區中華四路244號2樓,802 高雄市苓雅區中華四路244號2樓,高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66342/,2026-27 Taiwan Great Ball League Season 1,鬥陣,64 人,2026-09-05,彰化縣彰化市永樂街12號,500 彰化縣彰化市永樂街12號,彰化縣,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66343/,2026-27 Taiwan Great Ball League Season 1,Ririco - 集換式卡牌專賣,70 人,2026-09-06,406台中市北屯區北屯路288號B1,407 臺中市 406台中市北屯區北屯路288號B1,臺中市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66344/,2026-27 Taiwan Great Ball League Season 1,貓腳印松江店,96 人,2026-09-06,台北市中山區南京東路二段95號B1,104 臺北市 台北市中山區南京東路二段95號B1,臺北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66345/,2026-27 Taiwan Great Ball League Season 1,貓腳印-苗栗店,66 人,2026-09-06,苗栗縣苗栗市建功里府前路92號4樓,360 苗栗縣苗栗市建功里府前路92號4樓,苗栗縣,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66346/,2026-27 Taiwan Great Ball League Season 1,嗷嗚玩具社,128 人,2026-09-06,高雄市苓雅區中山二路461號10樓之15,802 高雄市苓雅區中山二路461號10樓之15,高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66347/,2026-27 Taiwan Great Ball League Season 1,元氣滿屋,32 人,2026-09-06,新北市板橋區漢生西路145號1樓,22051 新北市板橋區漢生西路145號1樓,新北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66348/,2026-27 Taiwan Great Ball League Season 1,貓腳印淡水店,68 人,2026-09-06,新北市淡水區學府路28號5f,251 新北市淡水區學府路28號5f,新北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66349/,2026-27 Taiwan Great Ball League Season 1,玩坊 桌遊店,64 人,2026-09-06,嘉義市西區博愛路一段365號1樓,600 嘉義縣 嘉義市西區博愛路一段365號1樓,嘉義市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66350/,2026-27 Taiwan Great Ball League Season 1,躲貓貓桌遊店,40 人,2026-09-13,台中市后里區三豐路四段17號,臺中市 台中市后里區三豐路四段17號,臺中市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66351/,2026-27 Taiwan Great Ball League Season 1,拉比卡牌,64 人,2026-09-13,台北市內湖區五分街89號2樓,114 臺北市 台北市內湖區五分街89號2樓,臺北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66352/,2026-27 Taiwan Great Ball League Season 1,Play Lab Game 休閒館 高雄,52 人,2026-09-13,高雄市三民區建國二路166號,高雄市三民區建國二路166號,高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66353/,2026-27 Taiwan Great Ball League Season 1,藍色的貓,36 人,2026-09-13,高雄市岡山區大義二路20號,820 高雄市岡山區大義二路20號,高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66354/,2026-27 Taiwan Great Ball League Season 1,B ONE桌遊,70 人,2026-09-13,高雄市鳳山區北明街117號,830 高雄市鳳山區北明街117號,高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66355/,2026-27 Taiwan Great Ball League Season 1,諾亞方舟 - 彰化魔豆店,68 人,2026-09-13,彰化縣彰化市光復路173號4樓,500 彰化縣彰化市光復路173號4樓,彰化縣,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66356/,2026-27 Taiwan Great Ball League Season 1,鬥樂一中店,120 人,2026-09-19,台中市北區尊賢街9號4樓,40444 臺中市 台中市北區尊賢街9號4樓,臺中市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66357/,2026-27 Taiwan Great Ball League Season 1,貓腳印士林店,96 人,2026-09-19,台北市士林區大西路66號B1,111 臺北市 台北市士林區大西路66號B1,臺北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66358/,2026-27 Taiwan Great Ball League Season 1,Card Master,128 人,2026-09-19,100台北市中正區南昌路二段47號1樓,100 臺北市 100台北市中正區南昌路二段47號1樓,臺北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66359/,2026-27 Taiwan Great Ball League Season 1,卡卡邦尼樂遊館,32 人,2026-09-19,新北市板橋區民生路三段32之2號,新北市板橋區民生路三段32之2號,新北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66360/,2026-27 Taiwan Great Ball League Season 1,一新書局,64 人,2026-09-19,高雄市苓雅區廣州一街143-6號,802 高雄市苓雅區廣州一街143-6號,高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66361/,2026-27 Taiwan Great Ball League Season 1,磚櫃玩具店(台北店),66 人,2026-09-20,新北市中和區宜安路18巷2號,235 新北市中和區宜安路18巷2號,新北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66362/,2026-27 Taiwan Great Ball League Season 1,怪獸造咔,32 人,2026-09-20,台中市南區光輝街113號,臺中市 台中市南區光輝街113號,臺中市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66363/,2026-27 Taiwan Great Ball League Season 1,Magic Star卡牌店,66 人,2026-09-20,台北市大安區和平東路二段231號2樓,106 臺北市 台北市大安區和平東路二段231號2樓,臺北市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66364/,2026-27 Taiwan Great Ball League Season 1,Play Lab Game 休閒館 台南,52 人,2026-09-20,台南市中西區民族路二段62號2樓,701 臺南市 台南市中西區民族路二段62號2樓,臺南市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66365/,2026-27 Taiwan Great Ball League Season 1,Bruce桌遊空間-美術館店,64 人,2026-09-20,高雄市鼓山區華榮路405號,高雄市鼓山區華榮路405號,高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66366/,2026-27 Taiwan Great Ball League Season 1,踢桌子,84 人,2026-09-20,新竹縣竹北市博愛街358號2F,302 新竹縣竹北市博愛街358號2F,新竹縣,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/66382/,2026-27 Taiwan Great Ball League Season 1,踢桌子,84 人,2026-09-20,新竹縣竹北市博愛街358號2F,302 新竹縣竹北市博愛街358號2F,新竹縣,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/67509/,2026-27 Taiwan Great Ball League Season 1,漢謚玩具社,256 人,2026-10-18,高雄市前鎮區興邦里中華五路789號(高雄夢時代購物中心),806 高雄市前鎮區興邦里中華五路789號(高雄夢時代購物中心),高雄市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/67510/,2026-27 Taiwan Great Ball League Season 1,諾亞方舟益智遊戲,256 人,2026-10-04,臺中市北區三民路三段129號中正大樓(國立臺中科技大學 中正大樓 一樓閱覽室),404 臺中市北區三民路三段129號中正大樓(國立臺中科技大學 中正大樓 一樓閱覽室),臺中市,,0
1,gbl,all,https://asia.pokemon-card.com/tw/event-search/67511/,2026-27 Taiwan Great Ball League Season 1,Card Master,256 人,2026-09-13,臺北市萬華區中華路一段51-1號地下一樓(西門地下街第三廣場),100 臺北市萬華區中華路一段51-1號地下一樓(西門地下街第三廣場),臺北市,,0
