rank,username,ptcg_id,area,points
1,K.K_Yuhung,tw54152249,高雄市,310pt
2,Kenny,tw98425963,新竹縣,300pt
3,Brendan_Chen,tw71161900,臺北市,295pt
4,BensonChang,tw82755386,新北市,293pt
5,Giraffe,tw82494238,臺北市,287pt
6,Ashton_Chen,tw46877625,臺北市,281pt
7,Ivan-Shark,tw03538932,臺南市,235pt
8,Hank,tw86591343,新竹市,226pt
9,Bubbletea,tw84778743,臺北市,225pt
9,fan,tw61881775,彰化縣,225pt
11,Haocho,tw19067728,臺南市,202pt
12,Dean,tw74390718,新北市,200pt
13,KoU_Ray,tw77919530,臺中市,190pt
14,WEI,tw05738879,新北市,188pt
15,Leroy,tw71688252,新北市,181pt
16,Tristan,tw48530621,臺北市,180pt
16,Yule,tw64474352,高雄市,180pt
18,KoU.Yiva,tw48375877,臺中市,170pt
18,Tobby,tw08952821,新竹市,170pt
20,Hsi,tw37208259,臺北市,165pt
20,Kaikaiwang,tw06034751,臺北市,165pt
22,Klefki_Alice1023,tw69121729,高雄市,152pt
23,Andrew,tw39371632,臺南市,151pt
24,KoU_CH,tw09658991,臺中市,148pt
25,Wynne,tw82272345,高雄市,141pt
26,Tina,tw65988397,臺中市,125pt
27,Kouichi,tw98358576,彰化縣,124pt
27,Roy,tw13995413,新北市,124pt
29,Yuan,tw06637395,新北市,123pt
30,Owen,tw66972389,新北市,120pt
31,Momotaro,tw69197193,臺北市,119pt
32,AlanDuh,tw42163963,臺南市,118pt
33,Curry,tw78758706,新北市,115pt
34,BlackStorm,tw74352344,桃園市,112pt
35,Randy,tw25007020,桃園市,110pt
36,tony,tw82928313,高雄市,106pt
37,YOYOCHIANG,tw12891908,臺北市,96pt
38,Ander,tw66387397,臺北市,95pt
39,Billy,tw44472901,高雄市,92pt
40,Tim,tw52228600,新竹市,91pt
41,Audi,tw50268688,新北市,89pt
42,Eason,tw03333214,高雄市,87pt
43,Yen,tw22756831,新北市,84pt
44,AlanJiang,tw77684021,新北市,80pt
44,Frank,tw12320398,桃園市,80pt
44,PikaYen,tw10834493,臺北市,80pt
47,Haha,tw69416767,高雄市,79pt
47,TG_Darren,tw67458411,新北市,79pt
49,YuCheng,tw60634955,高雄市,78pt
50,Sonic,tw89224755,新竹縣,77pt
51,Nemo,tw86826208,臺北市,75pt
52,Lucas,tw76445156,基隆市,74pt
53,Lion,tw26801592,新竹縣,73pt
54,Bevis,tw63041398,臺北市,66pt
55,Chen-hsiao-yang,tw68355833,臺南市,62pt
56,JeremyPeng,tw73935880,苗栗縣,61pt
57,Rex,tw38788190,彰化縣,55pt
58,Andric,tw40365551,臺北市,50pt
58,Harry,tw34662212,臺南市,50pt
60,Bosh,tw92114726,高雄市,49pt
61,Kai,tw25321756,新竹市,48pt
61,Tim,tw52890746,高雄市,48pt
63,Ivy,tw88916703,臺中市,47pt
64,Cooper,tw00440397,新北市,45pt
64,chihua,tw02907113,新北市,45pt
66,Ben0104,tw49350731,彰化縣,44pt
67,LAIYUYU,tw36652243,桃園市,42pt
68,Yustina,tw10112482,新北市,41pt
69,Miles,tw33000082,臺北市,40pt
70,JSC,tw48538169,臺北市,36pt
71,BOBOKING,tw39719937,臺北市,35pt
71,Eason,tw80481404,高雄市,35pt
71,Jimmy,tw58925393,臺北市,35pt
74,MIA,tw62394804,臺南市,34pt
74,Oliver,tw85693137,彰化縣,34pt
74,Roise,tw95273659,新北市,34pt
77,JEFF-DDDD,tw09068225,臺中市,33pt
77,Winnie,tw23137545,新竹市,33pt
79,HarryChen,tw67765608,臺北市,30pt
79,Jimmy,tw88584663,苗栗縣,30pt
79,JinYi,tw95074743,新北市,30pt
79,Mia,tw52212483,彰化縣,30pt
83,ChloeLiu,tw72278781,桃園市,29pt
84,MysteriousM0314,tw06221510,臺北市,26pt
84,芃芃,tw32711938,高雄市,26pt
86,Big3_Anders,tw49924330,臺中市,25pt
86,Eddie,tw14386391,桃園市,25pt
86,Kys0n31,tw65932690,臺北市,25pt
86,Liam,tw86544614,桃園市,25pt
86,RockYao,tw68417234,臺北市,25pt
86,Shin0919,tw65912070,新北市,25pt
86,Timmy,tw14794857,桃園市,25pt
86,^=^,tw67831953,桃園市,25pt
86,max,tw18767712,臺中市,25pt
86,wei,tw41862913,雲林縣,25pt
96,Diego_Chang,tw19962622,桃園市,23pt
97,Kobe,tw05857437,新北市,21pt
97,bibiliou1106,tw80050703,高雄市,21pt
99,Amber17,tw02765494,新北市,20pt
99,BST Richard,tw07494906,臺中市,20pt
99,Cynthia122,tw13046045,新竹縣,20pt
99,Esther,tw78207749,臺北市,20pt
99,Manson,tw47765933,新北市,20pt
99,Mara,tw42816284,高雄市,20pt
99,Mi9mimi9,tw04866459,彰化縣,20pt
99,Tung,tw21443160,新竹市,20pt
99,WalkingRock,tw54942718,臺北市,20pt
99,蔡仲稦,tw89832715,桃園市,20pt
109,Chiara,tw15384084,新北市,19pt
109,VicHu,tw52539551,臺北市,19pt
109,Ze,tw78454431,臺中市,19pt
112,Duke,tw59699947,臺北市,16pt
112,Ollie,tw55813053,桃園市,16pt
114,Addison,tw38874392,臺中市,15pt
114,Albert,tw86130021,彰化縣,15pt
114,Bonjour,tw09395817,新北市,15pt
114,Chi,tw99857258,宜蘭縣,15pt
114,Cindy,tw07103027,新北市,15pt
114,HERO,tw13886746,新北市,15pt
114,Handsome_Elmo,tw24866240,高雄市,15pt
114,Jaden,tw75543412,新北市,15pt
114,Jeff,tw64123148,彰化縣,15pt
114,Kebbi,tw39637174,桃園市,15pt
114,Max,tw06634632,臺北市,15pt
114,Max0918,tw42005868,臺南市,15pt
114,Nash,tw35077402,新竹市,15pt
114,QQ,tw35923025,臺南市,15pt
114,RHCHANG,tw61342334,新竹市,15pt
114,Raymond,tw94758573,新北市,15pt
