rank,username,ptcg_id,area,points
1,Galaxy,tw27568465,臺中市,201pt
2,BossTang,tw48793078,基隆市,198pt
3,LUN,tw56605426,臺南市,193pt
4,Yeen,tw73048413,臺南市,185pt
5,shawn,tw42309306,臺中市,182pt
6,Ray,tw73106123,高雄市,180pt
7,aaaa,tw36759052,臺中市,178pt
8,TopCard_Fu,tw77877383,新竹縣,164pt
9,Akashi,tw23764220,彰化縣,160pt
10,Mr.Gengar,tw05925639,臺中市,158pt
11,Heisenberg,tw22529091,臺北市,157pt
12,ZIYI777,tw69848864,新北市,153pt
13,Jiao,tw78403870,新北市,152pt
14,86,tw94971550,臺北市,149pt
14,Stanley.LAI,tw29404493,臺中市,149pt
16,GMS-FangKaiyo,tw24854365,新竹縣,148pt
17,JEFF,tw33544977,新北市,141pt
18,ClawsTY Martin,tw76086171,桃園市,139pt
18,瘋桌遊楠梓店正老闆徵闆娘！,tw02559687,高雄市,139pt
20,Ianyang,tw45485735,高雄市,137pt
20,PoYangHsu,tw10141695,高雄市,137pt
20,TEAM_David,tw10467123,臺北市,137pt
23,DKA_PIGRIGHT0,tw93433450,宜蘭縣,136pt
23,R1n90,tw23226571,新北市,136pt
23,海豹姐,tw01909140,彰化縣,136pt
26,BenT,tw76470686,臺南市,135pt
27,TCGSTORE_MASSA,tw85147749,臺北市,134pt
28,will,tw79188375,高雄市,133pt
29,Danyang,tw03132048,高雄市,132pt
29,哈力栗,tw44344603,高雄市,132pt
31,GMS-YO,tw93955100,臺南市,131pt
31,XJH_Fengshen,tw15026318,新北市,131pt
33,NiHao_WoChiYiDian,tw56336073,臺中市,130pt
33,QQ,tw26175828,臺中市,130pt
33,kazma,tw04461037,臺北市,130pt
36,GHG_PeterWine,tw16132632,宜蘭縣,129pt
37,cian,tw78657682,高雄市,127pt
38,Tiger,tw15435377,新北市,124pt
39,lkkder,tw06441088,高雄市,120pt
40,Shanks,tw28750216,新北市,119pt
41,DCG_2330,tw46798799,臺北市,118pt
41,LINCHEHSUAN,tw95954871,臺北市,118pt
41,南呱,tw32214798,雲林縣,118pt
44,HiddenSquid,tw00387540,桃園市,117pt
45,Wei,tw53723254,臺中市,115pt
46,曉致,tw63508480,高雄市,114pt
47,Nick,tw55000893,臺中市,113pt
48,XRY,tw93076075,臺中市,112pt
49,Cookie,tw42912360,高雄市,111pt
49,DQ,tw20116252,桃園市,111pt
51,AndyChou,tw44127879,新北市,110pt
52,ScreamTail,tw42619935,臺南市,109pt
52,StrongOrange,tw97885633,臺南市,109pt
54,rio1022,tw68088789,高雄市,108pt
55,Johnny,tw50567676,苗栗縣,107pt
55,Towasamalike,tw23205294,臺南市,107pt
57,CaiMingFeng,tw51147332,新北市,106pt
57,Minatsuki,tw30477292,高雄市,106pt
59,ChenMinQian,tw75551324,苗栗縣,105pt
59,yuyu614,tw11292760,臺北市,105pt
61,NewFlavors,tw17203659,臺北市,104pt
