rank,username,ptcg_id,area,points
1,JayWu100,tw85313935,新北市,345pt
2,TCGSTORE_SHAOTONG,tw03103631,臺北市,335pt
3,TheONE_LINYOUYI,tw08069127,新北市,305pt
3,kevin,tw48711959,彰化縣,305pt
5,FanFan,tw76708967,新北市,283pt
6,andrew,tw00057543,新北市,263pt
7,YuAn._84,tw12769027,新北市,260pt
8,James,tw34406887,新竹縣,257pt
9,Toby,tw29265523,新北市,244pt
10,TheONE_KuoPinYi,tw96234784,臺北市,242pt
11,Iyiu,tw57615176,彰化縣,235pt
12,smallfiredragon,tw12360786,新北市,227pt
13,Evan,tw91677599,新北市,225pt
14,Jerry,tw09468385,臺北市,220pt
15,Tim,tw89368672,新北市,217pt
16,AndrewChung,tw89973725,高雄市,215pt
17,benjamin,tw40670915,桃園市,200pt
18,LINCHENJUI,tw91466649,新北市,195pt
19,B.N.C 林宇廷,tw37556303,高雄市,192pt
20,Anka,tw54587316,新北市,185pt
21,TCGSTORE_Mike,tw55774266,桃園市,173pt
22,Jimmy,tw22147179,新竹縣,170pt
22,zivchen,tw30267620,臺中市,170pt
24,Rich,tw36653768,新北市,169pt
25,YOYO,tw51675689,桃園市,164pt
26,Dream-N1ARK,tw54462001,高雄市,161pt
27,HAO-YU,tw65972314,新北市,156pt
28,ED,tw97066779,高雄市,155pt
29,Henry,tw82259698,新竹市,150pt
30,Benjamin,tw99268898,臺北市,148pt
31,Wade010926,tw42986392,臺北市,147pt
32,PTCG-BOY,tw18142838,臺北市,145pt
33,Leon,tw49181959,新北市,144pt
34,totototo,tw26186753,高雄市,140pt
35,KB_QQQQQQ,tw42619471,新北市,135pt
36,Joshua,tw58176881,新竹市,129pt
36,Kayson,tw81419386,新北市,129pt
36,Mew_宥緯wade,tw81124094,新北市,129pt
39,Santos,tw70719415,新竹縣,127pt
40,1-3,tw66599212,彰化縣,122pt
40,B.N.C 林奕杰,tw75131206,高雄市,122pt
40,Sean,tw65322738,臺北市,122pt
43,baobaobaby530,tw78670690,臺北市,118pt
44,XiJinping,tw97165922,新竹市,115pt
45,Abner-N1ARK,tw71084142,高雄市,113pt
46,Yuki,tw24617527,新北市,112pt
47,MJ,tw00570442,臺北市,109pt
48,POCHUN.CHEN,tw94001188,新竹縣,108pt
49,Sunny,tw50896397,新竹縣,105pt
49,Cheng1117,tw91113369,彰化縣,105pt
51,EricYang,tw04887888,高雄市,103pt
51,PLAY,tw33344901,彰化縣,103pt
53,R.MVP.R,tw17953874,高雄市,100pt
54,Joseph,tw45957987,新北市,99pt
54,Klefki_Timmy,tw74697953,高雄市,99pt
54,Legoboy,tw97627454,桃園市,99pt
54,PAISELY,tw48442445,臺北市,99pt
54,aurora,tw58040892,新北市,99pt
59,Willy,tw38952785,桃園市,96pt
60,PEIN,tw82187253,桃園市,93pt
61,EdwardJR,tw14778853,臺北市,90pt
62,Shirakami,tw54665545,高雄市,88pt
62,Wilson,tw66007671,新北市,88pt
64,OceanTsoi,tw49113528,新竹縣,85pt
64,Stanley040402,tw46899884,新北市,85pt
64,波加曼弟弟,tw32638091,臺北市,85pt
64,larry-N1ARK,tw99589299,高雄市,85pt
68,Watermelon,tw42807216,新北市,81pt
69,David,tw87203702,新北市,75pt
70,Austin,tw12786878,臺北市,74pt
71,Hsun,tw92487491,臺北市,73pt
72,Sean-N1ARK,tw36617899,高雄市,71pt
73,Marc,tw80275315,高雄市,70pt
74,Andy,tw19089077,苗栗縣,67pt
74,StarCurry,tw41768227,彰化縣,67pt
74,vegetable,tw15743285,高雄市,67pt
74,Eli,tw61299751,高雄市,67pt
78,JPL,tw70889763,新北市,66pt
79,Leo,tw75837772,新北市,65pt
79,Z,tw14181070,高雄市,65pt
79,WilsonChang,tw95761035,桃園市,65pt
82,TCGSTORE_Martin,tw93782599,桃園市,64pt
83,LiBoyu,tw43248631,臺中市,63pt
83,Xinyu,tw67716132,臺北市,63pt
85,Louis,tw13785127,新北市,61pt
86,Wilson,tw24152665,彰化縣,60pt
87,CHANGCHIAHAO,tw46558789,新北市,59pt
87,Lloyd,tw51338463,臺中市,59pt
89,Ethan,tw69338512,臺南市,58pt
90,Young517,tw95299182,南投縣,57pt
91,Cui,tw55359182,新北市,56pt
91,Marshal,tw33463324,宜蘭縣,56pt
93,Rueisian,tw28186951,新北市,55pt
94,hank,tw63175813,桃園市,53pt
95,Stalin,tw76224514,新北市,52pt
95,oneday,tw26859059,高雄市,52pt
97,Ian-N1ARK,tw01545475,高雄市,51pt
97,kan,tw30732451,苗栗縣,51pt
97,yichen,tw34688965,高雄市,51pt
97,Nailong,tw58703570,高雄市,51pt
101,Jackson,tw58668941,南投縣,50pt
101,OP-Mantou,tw20495370,臺中市,50pt
101,YUE,tw09225755,南投縣,50pt
104,FormoSHA,tw86807905,臺北市,49pt
104,KB_Cooper,tw05033566,臺北市,49pt
106,Ryan,tw62205605,高雄市,45pt
107,PingYu,tw05602573,高雄市,44pt
108,Cola,tw00060663,新北市,41pt
108,shark,tw27088222,桃園市,41pt
110,Ray,tw59978529,臺南市,40pt
110,Swps,tw40262046,高雄市,40pt
110,WUJIAAN,tw94009574,彰化縣,40pt
110,chang1101,tw56108597,宜蘭縣,40pt
110,Terry,tw84616467,高雄市,40pt
115,Dio,tw89855200,桃園市,38pt
115,Satoru,tw95235085,桃園市,38pt
115,Yenyen,tw81291690,新北市,38pt
118,DE-WEN,tw61835075,高雄市,37pt
118,CHENG,tw32525217,新竹縣,37pt
118,Justin-N1ARK,tw56036096,高雄市,37pt
121,Ben,tw72893589,新北市,36pt
121,henrik1119,tw09082546,新北市,36pt
123,Chenyikai,tw40017812,新北市,35pt
123,JACK-GGGG,tw25540877,臺中市,35pt
123,Jun,tw98211582,桃園市,35pt
123,Ryan-N1ARK,tw74434118,高雄市,35pt
123,Xuan,tw90553997,苗栗縣,35pt
123,iamnotman0000,tw02105248,臺北市,35pt
123,silei990113,tw26640245,基隆市,35pt
123,joker,tw98027117,雲林縣,35pt
131,蔡仲硯,tw84697938,桃園市,34pt
131,Jerrychi,tw52648273,臺中市,34pt
133,PenguinCanFly,tw58583808,臺北市,33pt
134,Ethan,tw85225105,桃園市,32pt
134,LIN-YU-HSI,tw68956700,高雄市,32pt
134,Zhamao.,tw53413653,新北市,32pt
134,yoyo-N1ARK,tw87775945,高雄市,32pt
138,Jimmy,tw32262790,臺北市,31pt
138,LiaoZhenghao,tw11792037,臺中市,31pt
138,Toby,tw37286261,臺北市,31pt
138,andy,tw88607252,臺中市,31pt
142,Luke,tw61878373,臺北市,30pt
142,Taro,tw92318109,新北市,30pt
142,towaandsuiseisuki,tw94634524,彰化縣,30pt
145,LeeFour,tw52776388,高雄市,29pt
146,Bernard,tw58300323,宜蘭縣,28pt
146,Chester,tw96313655,臺中市,28pt
148,Cct_Kuro,tw75152965,高雄市,26pt
148,Timmy,tw05499634,新北市,26pt
148,Tinlin,tw14215402,宜蘭縣,26pt
151,Alan,tw18197442,臺北市,25pt
151,Ditto.1,tw33562653,新北市,25pt
151,Eric,tw17896772,臺北市,25pt
151,GHO,tw18716707,宜蘭縣,25pt
151,KBAlan,tw60895624,臺北市,25pt
151,Leohu,tw80676630,臺北市,25pt
151,Momkey,tw32503844,新北市,25pt
151,Sun,tw02578849,臺北市,25pt
151,Yu,tw77197938,桃園市,25pt
160,WUJIASIANG,tw42891021,彰化縣,24pt
160,bruno,tw48025754,新北市,24pt
162,Beck,tw93719435,高雄市,23pt
162,OP_Sharon,tw18336767,臺中市,23pt
162,Zoe,tw23419853,新北市,23pt
162,mario,tw39857794,臺北市,23pt
166,112,tw90833842,桃園市,22pt
166,Jirachi_chen,tw04996089,臺南市,22pt
166,Leo,tw00444865,高雄市,22pt
169,cliffwu,tw74070399,臺中市,21pt
170,0,tw69848771,臺北市,20pt
170,Fabre,tw08308725,臺北市,20pt
170,IYiu,tw41690897,彰化縣,20pt
170,Iris,tw92407763,桃園市,20pt
170,JeremyWei,tw77877011,苗栗縣,20pt
170,Kaya,tw37808612,新北市,20pt
170,Leo,tw75475628,臺北市,20pt
170,Mario,tw52987791,臺北市,20pt
170,XinChen,tw15567133,新北市,20pt
170,大元,tw52615670,臺中市,20pt
180,TW_scary,tw91316813,臺南市,19pt
181,OPsally,tw04232774,臺中市,18pt
182,Closer,tw45505316,基隆市,17pt
183,Jacksonlu,tw87526696,彰化縣,16pt
183,Klefki_Ed,tw07064691,高雄市,16pt
183,Lin,tw01701324,高雄市,16pt
183,showyu,tw44862480,高雄市,16pt
183,Chenyen,tw81036560,新竹市,16pt
188,Bulbasaur,tw37435098,臺北市,15pt
188,EASON,tw02658166,彰化縣,15pt
188,Ian,tw54166685,臺中市,15pt
188,Ian,tw98560313,臺北市,15pt
188,Jayden,tw68369036,臺中市,15pt
188,Jim,tw25195359,彰化縣,15pt
188,Jirachi_ivan,tw50023354,臺南市,15pt
188,Kai,tw21335372,臺中市,15pt
188,LYM,tw90560772,雲林縣,15pt
