rank,points,username,player_id,region,deck_url
1,20,ting,tw18906406,新北市,
2,12,RRY,tw27821583,臺北市,
3,10,DCG_M1DSKY,tw16152234,新竹市,
4,10,Beef,tw79411276,新北市,
5,8,Joe,tw37765295,臺北市,
6,8,ChuNay,tw47230122,臺北市,
7,8,David,tw42979297,新北市,
8,8,TEAM_David,tw10467123,臺北市,
9,6,Shin,tw14788730,臺北市,
10,6,PTCG-BOY,tw18142838,臺北市,
11,6,rio1022,tw68088789,高雄市,
12,6,GHG_Andro,tw20198051,新北市,
13,6,小昱,tw82566333,臺北市,
14,6,Eason,tw59471628,基隆市,
15,6,Snake,tw01024875,新北市,
16,6,HornyBat,tw81886933,臺北市,
17,4,OrangeW,tw24266071,新北市,
18,4,WunHao,tw89644458,臺北市,
19,4,wangwang,tw17943675,新北市,
20,4,xiao,tw78681290,新北市,
21,4,pocoluba,tw60400986,臺北市,
22,4,RyWaterdeer,tw52149734,臺南市,
23,4,OGBB,tw06225308,臺中市,
24,4,Nemo,tw86826208,臺北市,
25,4,波加曼弟弟,tw32638091,臺北市,
26,4,Tristan,tw48530621,臺北市,
27,4,Schwi,tw70892972,臺北市,
28,4,BO_YING,tw72333956,新北市,
29,4,Momotaro,tw69197193,臺北市,
30,4,BonBon,tw33785925,新竹市,
31,4,Toby,tw37286261,臺北市,
32,4,broday,tw73917548,臺北市,
