rank,points,username,player_id,region,deck_url
1,20,Diamond,tw57017359,臺北市,
2,12,rio1022,tw68088789,高雄市,
4,10,benjamin,tw40670915,桃園市,
4,10,YOYO,tw51675689,桃園市,
8,8,Hsiang,tw49877892,桃園市,
8,8,Nkrs,tw29121960,新北市,
8,8,HaveFun-WeiWei,tw35839691,桃園市,
8,8,GHG_PeterWine,tw16132632,宜蘭縣,
9,6,Bear'sParty,tw96922965,屏東縣,
10,6,Haruka,tw46362217,臺南市,
11,6,ClawsTY Martin,tw76086171,桃園市,
12,6,Jonathan,tw50805195,桃園市,
13,6,Tiger,tw15435377,新北市,
14,6,Evan,tw91677599,新北市,
15,6,GMS-YO,tw93955100,臺南市,
16,6,Jiao,tw78403870,新北市,
