rank,points,username,player_id,region,deck_url
1,20,StrongOrange,tw97885633,臺南市,
2,12,Ianyang,tw45485735,高雄市,
3,10,Ryan,tw62205605,高雄市,
4,10,watermelon,tw54760232,高雄市,
5,8,Rukai-Warriors,tw96137948,屏東縣,
6,8,cian,tw78657682,高雄市,
7,8,罐頭,tw45806310,高雄市,
8,8,Ray,tw61690221,高雄市,
9,6,Ian,tw91024018,高雄市,
10,6,Leo,tw00444865,高雄市,
11,6,MW-pang,tw45178021,高雄市,
12,6,K.K_Yuhung,tw54152249,高雄市,
13,6,Wynne,tw82272345,高雄市,
14,6,Sean-N1ARK,tw36617899,高雄市,
15,6,Mark,tw46076033,高雄市,
16,6,AndrewChung,tw89973725,高雄市,
