rank,points,username,player_id,region,deck_url
1,20,Yang,tw88209015,南投縣,
2,12,Tony777,tw89297350,臺中市,
3,10,Ken,tw96097470,苗栗縣,
4,10,kingkinglin,tw09490592,新北市,
5,8,HiddenSquid,tw00387540,桃園市,
6,8,James,tw34406887,新竹縣,
7,8,Lastdaymeet,tw55210501,苗栗縣,
8,8,nbnb94nb,tw47069747,苗栗縣,
9,6,GHG_PeterWine,tw16132632,宜蘭縣,
10,6,sunking,tw64652700,苗栗縣,
11,6,ziiiiiiyu,tw03463518,臺中市,
12,6,Cliff,tw27632184,苗栗縣,
13,6,PiJie,tw81599190,新竹市,
14,6,Wen,tw08814300,新北市,
15,6,Joshua,tw58176881,新竹市,
16,6,MINEN,tw35592681,苗栗縣,
