rank,points,username,player_id,region,deck_url
1,100,WEI,tw05738879,新北市,
2,75,Bubbletea,tw84778743,臺北市,
3,50,Yule,tw64474352,高雄市,
4,50,tony,tw82928313,高雄市,
5,25,KoU.Yiva,tw48375877,臺中市,
6,25,Tobby,tw08952821,新竹市,
7,25,Audi,tw50268688,新北市,
8,25,Kaikaiwang,tw06034751,臺北市,
9,20,Mara,tw42816284,高雄市,
10,20,********************,tw73733824,臺南市,
11,20,Ivan-Shark,tw03538932,臺南市,
12,20,Eason,tw03333214,高雄市,
13,20,Roy,tw13995413,新北市,
14,20,MIA,tw62394804,臺南市,
15,20,Hank,tw86591343,新竹市,
16,20,Brendan_Chen,tw71161900,臺北市,
17,15,K.K_Yuhung,tw54152249,高雄市,
18,15,Haha,tw69416767,高雄市,
19,15,Kenny,tw98425963,新竹縣,
20,15,Andrew,tw39371632,臺南市,
21,15,PikaYen,tw10834493,臺北市,
22,15,Chen-hsiao-yang,tw68355833,臺南市,
23,15,Miles,tw33000082,臺北市,
24,15,Giraffe,tw82494238,臺北市,
25,15,JSC,tw48538169,臺北市,
26,15,YOYOCHIANG,tw12891908,臺北市,
27,15,KoU_CH,tw09658991,臺中市,
28,15,Klefki_Alice1023,tw69121729,高雄市,
29,15,Tristan,tw48530621,臺北市,
30,15,YuCheng,tw60634955,高雄市,
31,15,芃芃,tw32711938,高雄市,
32,15,Wynne,tw82272345,高雄市,
