rank,points,username,player_id,region,deck_url
1,20,JOJO,tw14505717,高雄市,
2,12,Abner-N1ARK,tw71084142,高雄市,
3,10,AndrewChung,tw89973725,高雄市,
4,10,哈力栗,tw44344603,高雄市,
5,8,jun,tw29083759,高雄市,
6,8,PoYangHsu,tw10141695,高雄市,
7,8,Ianyang,tw45485735,高雄市,
8,8,"Chang,I-Hsiang",tw89343025,臺中市,
9,6,lkkder,tw06441088,高雄市,
10,6,Mr.Gengar,tw05925639,臺中市,
11,6,Dantes,tw13965222,高雄市,
12,6,ttyoyo,tw65624032,嘉義縣,
13,6,Sean-N1ARK,tw36617899,高雄市,
14,6,********************,tw87883655,高雄市,
15,6,LT,tw51144227,高雄市,
16,6,Terry,tw32020032,高雄市,
