rank,points,username,player_id,region,deck_url
1,20,Jyun,tw35995465,高雄市,
2,12,Klefki_Alice1023,tw69121729,高雄市,
3,10,Lin,tw01701324,高雄市,
4,10,罐頭,tw45806310,高雄市,
5,8,Mr.Gengar,tw05925639,臺中市,
6,8,Ianyang,tw45485735,高雄市,
7,8,Xeno039906,tw24758463,新北市,
8,8,Rukai-Warriors,tw96137948,屏東縣,
9,6,瘋桌遊楠梓店正老闆徵闆娘！,tw02559687,高雄市,
10,6,ED,tw97066779,高雄市,
11,6,Eason,tw03333214,高雄市,
12,6,LMK,tw75774280,高雄市,
13,6,Minatsuki,tw30477292,高雄市,
14,6,Matthew,tw13004657,高雄市,
15,6,薄荷Echo,tw55332465,高雄市,
16,6,LAya,tw98400564,高雄市,
