rank,points,username,player_id,region,deck_url
1,20,Shanks,tw28750216,新北市,
2,12,Sean,tw65322738,臺北市,
3,10,WEI,tw05738879,新北市,
4,10,GHG_PeterWine,tw16132632,宜蘭縣,
5,8,Feefyfee,tw20170614,臺北市,
6,8,Zekrom,tw63031373,基隆市,
7,8,broday,tw73917548,臺北市,
8,8,MJ,tw00570442,臺北市,
9,6,LAI-JIAN-HONG,tw80377169,臺北市,
10,6,andrew,tw00057543,新北市,
11,6,insect,tw68663124,澎湖縣,
12,6,J35815916,tw09574160,高雄市,
13,6,86,tw94971550,臺北市,
14,6,HAO-YU,tw65972314,新北市,
15,6,NiRay,tw27736985,基隆市,
16,6,HONG,tw93754264,新北市,
17,4,Hewitt,tw02519013,臺北市,
18,4,Pan-Jui-Yen,tw11121423,新北市,
19,4,walker188,tw54077721,新北市,
20,4,JOKE,tw68209178,新北市,
21,4,ting,tw18906406,新北市,
22,4,Eric,tw84406921,新北市,
23,4,NewFlavors,tw17203659,臺北市,
24,4,MoonCake,tw30898169,新北市,
25,4,house,tw75352342,新北市,
26,4,ScreamTail,tw42619935,臺南市,
27,4,1x,tw95656910,苗栗縣,
28,4,Yue,tw61533794,臺北市,
29,4,weiwei,tw65927608,基隆市,
30,4,kyon,tw35496510,新北市,
31,4,Luffy87512,tw96909333,桃園市,
32,4,大安呆伊布,tw04530685,臺北市,
