rank,points,username,player_id,region,deck_url
1,20,HSUHSIOUHAO,tw75922385,高雄市,
2,12,PoYangHsu,tw10141695,高雄市,
3,10,Rice123212,tw63967859,高雄市,
4,10,YenTso.C,tw89973725,高雄市,
5,8,KRR,tw21175278,新北市,
6,8,Dantes,tw13965222,高雄市,
7,8,cat0924,tw50239297,臺南市,
8,8,ChenLi_Kibana,tw69538820,高雄市,
9,6,athrunXD,tw84482194,高雄市,
10,6,Jerry,tw84382822,高雄市,
11,6,Yuzuna,tw80392170,新北市,
12,6,Spawn,tw42740359,高雄市,
13,6,yuhsun,tw99035193,高雄市,
14,6,kino,tw09472918,高雄市,
15,6,Klefki_Alice1023,tw69121729,高雄市,
16,6,Hihhh,tw31985939,臺南市,
