rank,points,username,player_id,region,deck_url
1,20,pingping,tw37361150,高雄市,
2,12,Yu,tw08905481,高雄市,
3,10,********************,tw70045837,高雄市,
4,10,EasonHsieh,tw99276276,高雄市,
5,8,Ray,tw18674498,彰化縣,
6,8,********************,tw60350798,高雄市,
7,8,LeonChen,tw26870425,高雄市,
8,8,CCT_Shirakami,tw54665545,高雄市,
9,6,Tzuyi,tw09261132,高雄市,
10,6,JIA JUN,tw56491281,高雄市,
11,6,mingchia,tw21601458,高雄市,
12,6,ChiaChia,tw85568194,高雄市,
13,6,lkkder,tw06441088,高雄市,
14,6,LeeFour,tw52776388,高雄市,
15,6,KT,tw60227953,高雄市,
16,6,Jerry,tw84382822,高雄市,
