rank,points,username,player_id,region,deck_url
1,20,Caraa.tsai,tw18638755,彰化縣,
2,12,CTSYUHAO,tw24889276,嘉義縣,
3,10,A_kai,tw63008541,南投縣,
4,10,ddjoker,tw15701546,臺南市,
5,8,LUN,tw56605426,臺南市,
6,8,DGene,tw48509542,嘉義市,
7,8,PoYangHsu,tw10141695,高雄市,
8,8,Akashi,tw23764220,彰化縣,
9,6,ArJay,tw26080590,臺南市,
10,6,靖儒,tw46020620,嘉義市,
11,6,J35815916,tw09574160,高雄市,
12,6,cycla,tw09152496,臺南市,
13,6,狗醬爺爺,tw89193938,嘉義市,
14,6,moon0616,tw34108269,嘉義縣,
15,6,nehcyar_,tw51284044,桃園市,
16,6,Sore,tw13234120,嘉義市,
17,4,CDC,tw53974581,臺南市,
18,4,Klefki_Alice1023,tw69121729,高雄市,
19,4,AKA,tw69033087,臺南市,
20,4,FNFN,tw88007904,嘉義縣,
21,4,chuanchuan030,tw23602882,臺南市,
22,4,ScreamTail,tw42619935,臺南市,
23,4,Mugen,tw66907796,臺南市,
24,4,Durant,tw56468849,高雄市,
25,4,IOIO,tw36234493,臺南市,
26,4,LNG+1,tw02367054,屏東縣,
27,4,旺達,tw34660312,雲林縣,
28,4,MIAWO,tw90694553,嘉義市,
29,4,Andrew,tw39371632,臺南市,
30,4,Jia,tw84991038,雲林縣,
31,4,kel10473,tw09946774,雲林縣,
32,4,Haocho,tw19067728,臺南市,
