rank,points,username,player_id,region,deck_url
1,100,fan,tw61881775,彰化縣,
2,75,Giraffe,tw82494238,臺北市,
3,50,Tina,tw65988397,臺中市,
4,50,Hank,tw86591343,新竹市,
5,25,Ashton_Chen,tw46877625,臺北市,
6,25,K.K_Yuhung,tw54152249,高雄市,
7,25,BlackStorm,tw74352344,桃園市,/tw/deck-build/recipe/yXLDSX-BeFKOT-okWMUO/
8,25,Andrew,tw39371632,臺南市,
9,20,KoU_CH,tw09658991,臺中市,
10,20,Tobby,tw08952821,新竹市,
11,20,BensonChang,tw82755386,新北市,
12,20,Klefki_Alice1023,tw69121729,高雄市,
13,20,Rex,tw38788190,彰化縣,/tw/deck-build/recipe/VufSre-HHZIRv-MEfzAM/
14,20,Lion,tw26801592,新竹縣,
15,20,Mi9mimi9,tw04866459,彰化縣,/tw/deck-build/recipe/FrBgSM-gUarOg-XnAzEP/
16,20,Esther,tw78207749,臺北市,
17,15,Ivan-Shark,tw03538932,臺南市,
18,15,Randy,tw25007020,桃園市,
19,15,AlanJiang,tw77684021,新北市,/tw/deck-build/recipe/qQrKfl-pWqXza-aSmTuL/
20,15,Ander,tw66387397,臺北市,
21,15,Curry,tw78758706,新北市,
22,15,Sonic,tw89224755,新竹縣,/tw/deck-build/recipe/KgzRhA-FMxFMT-uLmcZV/
23,15,Mia,tw52212483,彰化縣,
24,15,Nemo,tw86826208,臺北市,/tw/deck-build/recipe/LIbeEW-wlHGYG-ydGAPM/
25,15,KoU.Yiva,tw48375877,臺中市,/tw/deck-build/recipe/hhRDNh-GCPisr-dDYhrc/
26,15,Hsi,tw37208259,臺北市,
27,15,chihua,tw02907113,新北市,
28,15,Bonjour,tw09395817,新北市,/tw/deck-build/recipe/DGIkvk-IBbauN-MwbqNd/
29,15,Tim,tw52890746,高雄市,
30,15,Bubbletea,tw84778743,臺北市,
31,15,蔡仲稦,tw89832715,桃園市,
32,15,Oliver,tw85693137,彰化縣,
33,10,Joeyku,tw44561682,新北市,/tw/deck-build/recipe/DlCdUl-wKMTVV-KNWpNn/
34,10,Ariel,tw07200032,高雄市,
35,10,Roise,tw95273659,新北市,
36,10,Billy,tw44472901,高雄市,
37,10,Haocho,tw19067728,臺南市,
38,10,Kouichi,tw98358576,彰化縣,
39,10,Rick,tw67514618,新北市,
40,10,Jimmy,tw58925393,臺北市,/tw/deck-build/recipe/GxClMO-TFApVm-oGXIYU/
41,10,cl0324,tw02787975,桃園市,/tw/deck-build/recipe/TNOhOM-iZxChG-PXoEja/
42,10,YOYOCHIANG,tw12891908,臺北市,
43,10,Liam,tw86544614,桃園市,
44,10,AlanDuh,tw42163963,臺南市,
45,10,KoU_Ray,tw77919530,臺中市,
46,10,TG_Darren,tw67458411,新北市,
47,10,Yule,tw64474352,高雄市,
48,10,Manson,tw47765933,新北市,
49,10,Kaikaiwang,tw06034751,臺北市,
50,10,^=^,tw67831953,桃園市,/tw/deck-build/recipe/vFYeYO-RuSqbW-uKFApy/
51,10,Owen,tw66972389,新北市,
52,10,Yen,tw22756831,新北市,
53,10,Leroy,tw71688252,新北市,
54,10,Diego_Chang,tw19962622,桃園市,
55,10,WenJin,tw80794690,桃園市,
56,10,Brendan_Chen,tw71161900,臺北市,
57,10,Amber17,tw02765494,新北市,
58,10,Chiara,tw15384084,新北市,/tw/deck-build/recipe/bVGUYu-RZUlcx-vpVxGn/
59,10,Eddie,tw14386391,桃園市,
60,10,Wynne,tw82272345,高雄市,
61,10,RayLo,tw11863950,臺北市,
62,10,JasonCheng,tw42256001,新北市,/tw/deck-build/recipe/eInSRw-GYBeXS-fIdSCj/
63,10,Ryan,tw02583881,新北市,
64,10,Andy,tw42516222,新北市,/tw/deck-build/recipe/ETXRSF-NBalFp-uCVEig/
