rank,points,username,player_id,region,deck_url
1,20,Yang,tw60273793,高雄市,
2,12,cian,tw78657682,高雄市,
3,10,watermelon,tw54760232,高雄市,
4,10,HiddenSquid,tw00387540,桃園市,
5,8,PingYu,tw05602573,高雄市,
6,8,lkkder,tw06441088,高雄市,
7,8,AndrewChung,tw89973725,高雄市,
8,8,Eason,tw03333214,高雄市,
9,6,Minatsuki,tw30477292,高雄市,
10,6,tony,tw82928313,高雄市,
11,6,薄荷Echo,tw55332465,高雄市,
12,6,PoYangHsu,tw10141695,高雄市,
13,6,"Chang,I-Hsiang",tw89343025,臺中市,
14,6,罐頭,tw45806310,高雄市,
15,6,Hanji,tw21351845,高雄市,
16,6,Bread,tw65936819,新北市,
