rank,points,username,player_id,region,deck_url
1,20,ClawsTY Martin,tw76086171,桃園市,
2,12,AndyChou,tw44127879,新北市,
3,10,GHG_Faye,tw38086655,臺北市,
4,10,XJH_Tangfen,tw02826499,新北市,
5,8,ChiMing,tw36747145,桃園市,
6,8,BO_YING,tw72333956,新北市,
7,8,Smallku2782,tw28510545,新北市,
8,8,Cy,tw45233917,新北市,
9,6,sasashark,tw19522331,新北市,
10,6,Loren,tw26953449,新北市,
11,6,rober,tw88843922,桃園市,
12,6,Aragari,tw92466220,新竹縣,
13,6,Bubbletea,tw84778743,臺北市,
14,6,享玩_帆帆帆帆,tw69069593,桃園市,
15,6,Maomao,tw79180495,新北市,
16,6,JimmyTai,tw39894258,新北市,
