rank,points,username,player_id,region,deck_url
1,150,aaaa,tw36759052,臺中市,
2,100,DCG_2330,tw46798799,臺北市,
3,75,NewBee,tw59096586,桃園市,/tw/deck-build/recipe/DBPKRO-DTHSJH-JOPfcB/
3,75,OldWang,tw33446875,新竹縣,/tw/deck-build/recipe/yDjlbH-HUtiGW-lAoCrP/
5,50,ZIYI777,tw69848864,新北市,
5,50,KHJL,tw33425386,臺北市,
5,50,LukaLuka,tw27556466,臺北市,/tw/deck-build/recipe/rozPRU-bhhpSC-pEdOZQ/
5,50,Osborn,tw07020662,臺北市,/tw/deck-build/recipe/jNYYZV-UreQsW-ZDCVDV/
9,25,BNC_Blast,tw89606971,高雄市,
9,25,RONG,tw62217615,高雄市,
9,25,TCGSTORE_YingLa,tw71861265,新北市,
9,25,BonusLeeRyan,tw46483831,臺南市,
9,25,GMS_Mew,tw67759215,新北市,
9,25,HF_wei,tw15800518,桃園市,
9,25,:(,tw50858481,桃園市,
9,25,DQ,tw20116252,桃園市,/tw/deck-build/recipe/WooIqS-RvlbzD-YwEPUn/
17,15,ericyang,tw96387195,新北市,
17,15,Yudi3,tw42676808,彰化縣,
17,15,weichenghuang,tw37274871,彰化縣,
17,15,Wei,tw45328187,新北市,
17,15,Jimmy0628,tw95746707,彰化縣,/tw/deck-build/recipe/aGGvSi-IKlmJN-SJJuqj/
17,15,GOOSE,tw34536798,臺南市,
17,15,TiSSUE,tw61778918,臺中市,
17,15,Eyang,tw07314439,臺北市,
17,15,kazma,tw04461037,臺北市,
17,15,AlanMa,tw22029588,臺北市,/tw/deck-build/recipe/mpJKiK-ZIsLnF-PZHmtw/
17,15,LNG+1,tw02367054,屏東縣,
17,15,"Chang,I-Hsiang",tw89343025,臺中市,/tw/deck-build/recipe/ShygWc-Nclpkc-YdSoDl/
17,15,Marco,tw48766940,新北市,
17,15,Chuangbob,tw59842400,新竹市,
17,15,2Ha,tw37791299,臺北市,
17,15,sweetfish0625,tw89992958,新北市,
33,10,罐頭,tw45806310,高雄市,
33,10,ohReal,tw63334587,臺北市,
33,10,FF,tw76568846,新北市,
33,10,yuyu614,tw11292760,臺北市,
33,10,KM,tw07276526,臺東縣,/tw/deck-build/recipe/UZicXl-HUvYkE-FByGSs/
33,10,Willy,tw66123718,新北市,
33,10,Ting,tw76312809,新北市,
