rank,points,username,player_id,region,deck_url
1,20,flybear132,tw02172047,臺北市,
2,12,Tym,tw83751916,新北市,
3,10,EdwardJR,tw14778853,臺北市,
4,10,MaMaHappy,tw01014532,臺北市,
5,8,POCHUN.CHEN,tw94001188,新竹縣,
6,8,PernilleKjaer,tw07314439,臺北市,
7,8,PenguinCanFly,tw58583808,臺北市,
8,8,Zhe,tw37257975,新北市,
9,6,Kai,tw90337288,新竹縣,
10,6,JHE,tw30419396,臺北市,
11,6,Diamond,tw57017359,臺北市,
12,6,benjamin,tw40670915,桃園市,
13,6,TuTuLin,tw69425578,高雄市,
14,6,vincent,tw16728082,新北市,
15,6,BensonChang,tw82755386,新北市,
16,6,J,tw27758570,臺北市,
