rank,points,username,player_id,region,deck_url
1,100,Hsi,tw37208259,臺北市,
2,75,Brendan_Chen,tw71161900,臺北市,
3,50,Ivan-Shark,tw03538932,臺南市,
4,50,Dean,tw74390718,新北市,
5,25,Cooper,tw00440397,新北市,/tw/deck-build/recipe/loHJaD-eAJxXE-FyPRHe/
6,25,Kaikaiwang,tw06034751,臺北市,
7,25,PikaYen,tw10834493,臺北市,
8,25,KoU_CH,tw09658991,臺中市,
9,20,Andric,tw40365551,臺北市,
10,20,Giraffe,tw82494238,臺北市,
11,20,BlackStorm,tw74352344,桃園市,
12,20,Tobby,tw08952821,新竹市,
13,20,Lucas,tw76445156,基隆市,
14,20,Frank,tw12320398,桃園市,
15,20,AlanDuh,tw42163963,臺南市,
16,20,WalkingRock,tw54942718,臺北市,/tw/deck-build/recipe/RFdeaY-ABligl-gHpVxI/
17,15,chihua,tw02907113,新北市,/tw/deck-build/recipe/sRSRfF-iEgSwf-NGixbO/
18,15,Sonic,tw89224755,新竹縣,/tw/deck-build/recipe/BRCbyz-mGDSBG-looOVR/
19,15,Ashton_Chen,tw46877625,臺北市,
20,15,Kai,tw25321756,新竹市,
21,15,Cindy,tw07103027,新北市,
22,15,Ander,tw66387397,臺北市,
23,15,Momotaro,tw69197193,臺北市,
24,15,VicHu,tw52539551,臺北市,
25,15,Bubbletea,tw84778743,臺北市,
26,15,TG_Darren,tw67458411,新北市,
27,15,AlanJiang,tw77684021,新北市,/tw/deck-build/recipe/XahxYY-wPLRtb-RWJtCC/
28,15,Cynthia122,tw13046045,新竹縣,/tw/deck-build/recipe/tjtmoh-VHVshZ-MtDlXf/
29,15,Jimmy,tw58925393,臺北市,/tw/deck-build/recipe/iFZPeU-xavwlc-radHYr/
30,15,Kebbi,tw39637174,桃園市,/tw/deck-build/recipe/JfAEjz-dzKSlL-XgSZmy/
31,15,Tristan,tw48530621,臺北市,
32,15,Raymond,tw94758573,新北市,/tw/deck-build/recipe/JbCrGI-FpvxLf-KTxaLQ/
