rank,points,username,player_id,region,deck_url
65,5,waterwork,tw68389784,臺北市,/tw/deck-build/recipe/cAzKFq-dFZznW-ofgKsJ/
65,5,Kane,tw02153841,雲林縣,/tw/deck-build/recipe/piQWkv-SNAdOG-ARBmCy/
65,5,bong,tw21134787,苗栗縣,
65,5,Klefki_Timmy,tw74697953,高雄市,
65,5,Xinyu,tw67716132,臺北市,
65,5,liyuchen990704,tw74771672,新竹縣,
65,5,yichen,tw34688965,高雄市,
65,5,WEN,tw37101976,新北市,
65,5,Justin-N1ARK,tw56036096,高雄市,/tw/deck-build/recipe/TTkoLH-MjIrJy-rCHLXU/
65,5,jsttu2125,tw68822428,新北市,/tw/deck-build/recipe/LSkjpV-GcgSqk-IZtRgg/
65,5,Allen,tw12458790,高雄市,/tw/deck-build/recipe/hvrNmO-uLEOJH-uHIIVR/
65,5,Iris,tw92407763,桃園市,
65,5,TRR,tw85805854,桃園市,/tw/deck-build/recipe/DnEShD-mqCypE-GIzHil/
65,5,pokemonHank,tw07498797,臺南市,
65,5,Dunham,tw79062560,宜蘭縣,
65,5,Austin,tw32577060,新北市,/tw/deck-build/recipe/MKIhVe-FJhvFy-QRwRic/
65,5,Swps,tw40262046,高雄市,
65,5,bruno,tw48025754,新北市,/tw/deck-build/recipe/WTIGIR-ztgSHK-uBJTWi/
65,5,zivchen,tw30267620,臺中市,/tw/deck-build/recipe/vELtPo-NwDPoM-aqGafn/
65,5,Yenyen,tw81291690,新北市,
65,5,TCGSTORE_Martin,tw93782599,桃園市,
65,5,StarCurry,tw41768227,彰化縣,/tw/deck-build/recipe/AGSvnK-UsAKaq-XGeicO/
65,5,TOBY,tw21630280,臺中市,/tw/deck-build/recipe/ChSNCE-YKQqHT-BwTwxh/
65,5,Ryan,tw33844026,新北市,/tw/deck-build/recipe/zZLdSI-rEbGcM-YqfxVj/
65,5,Tony,tw67814341,臺北市,
65,5,Dream-N1ARK,tw54462001,高雄市,
65,5,CHENG,tw32525217,新竹縣,/tw/deck-build/recipe/CfZQlN-PKCtXH-hzKDTa/
65,5,cvbid,tw48329396,臺南市,/tw/deck-build/recipe/mNasHF-dtxaSA-VTTMoF/
65,5,Eric,tw17896772,臺北市,/tw/deck-build/recipe/AhCmvQ-kLLxHA-aHxQkz/
65,5,Joanna,tw74546376,臺北市,
65,5,Closer,tw45505316,基隆市,
65,5,Liam,tw13591620,金門縣,/tw/deck-build/recipe/Zrivkk-nHvnhI-uqmIDz/
65,5,William,tw30182919,臺南市,
65,5,K.C,tw53499208,苗栗縣,/tw/deck-build/recipe/AEcPrk-tyKehA-yfFJpe/
