record_type,round,page_index,table_no,player_no,player_id,player_score,opponent_id,opponent_score,rank,total_score,omw_pct,wo_score,avomw_pct
round_pairing,Round 1,1,1,189,tw41523616,,tw09432546,,,,,,
round_pairing,Round 1,1,1,40,tw09432546,,tw41523616,,,,,,
round_pairing,Round 1,1,2,1932,tw83905127,,tw00976968,,,,,,
round_pairing,Round 1,1,2,6,tw00976968,,tw83905127,,,,,,
round_pairing,Round 1,1,3,1290,tw81925593,,tw70378594,,,,,,
round_pairing,Round 1,1,3,332,tw70378594,,tw81925593,,,,,,
round_pairing,Round 1,1,4,269,tw58781969,,tw74568091,,,,,,
round_pairing,Round 1,1,4,352,tw74568091,,tw58781969,,,,,,
round_pairing,Round 1,1,5,116,tw27704774,,tw37587087,,,,,,
round_pairing,Round 1,1,5,171,tw37587087,,tw27704774,,,,,,
round_pairing,Round 1,1,6,143,tw33164006,,tw48927744,,,,,,
round_pairing,Round 1,1,6,225,tw48927744,,tw33164006,,,,,,
round_pairing,Round 1,1,7,265,tw57038772,,tw99801052,,,,,,
round_pairing,Round 1,1,7,468,tw99801052,,tw57038772,,,,,,
round_pairing,Round 1,1,8,175,tw38086655,,tw18638755,,,,,,
round_pairing,Round 1,1,8,1826,tw18638755,,tw38086655,,,,,,
round_pairing,Round 1,1,9,1069,tw05715928,,tw75820315,,,,,,
round_pairing,Round 1,1,9,358,tw75820315,,tw05715928,,,,,,
round_pairing,Round 1,1,10,1327,tw26969220,,tw48646529,,,,,,
round_pairing,Round 1,1,10,222,tw48646529,,tw26969220,,,,,,
round_pairing,Round 1,1,11,1657,tw20368538,,tw27726507,,,,,,
round_pairing,Round 1,1,11,1998,tw27726507,,tw20368538,,,,,,
round_pairing,Round 1,1,12,11,tw01909140,,tw19396392,,,,,,
round_pairing,Round 1,1,12,1858,tw19396392,,tw01909140,,,,,,
round_pairing,Round 1,1,13,1389,tw33274690,,tw19522331,,,,,,
round_pairing,Round 1,1,13,83,tw19522331,,tw33274690,,,,,,
round_pairing,Round 1,1,14,194,tw42571684,,tw12119695,,,,,,
round_pairing,Round 1,1,14,51,tw12119695,,tw42571684,,,,,,
round_pairing,Round 1,1,15,213,tw46423373,,tw10141695,,,,,,
round_pairing,Round 1,1,15,3001,tw10141695,,tw46423373,,,,,,
round_pairing,Round 1,1,16,1397,tw45485735,,tw93947447,,,,,,
round_pairing,Round 1,1,16,444,tw93947447,,tw45485735,,,,,,
round_pairing,Round 1,1,17,261,tw56468849,,tw84105600,,,,,,
round_pairing,Round 1,1,17,392,tw84105600,,tw56468849,,,,,,
round_pairing,Round 1,1,18,1181,tw21954605,,tw16645990,,,,,,
round_pairing,Round 1,1,18,72,tw16645990,,tw21954605,,,,,,
round_pairing,Round 1,1,19,80,tw19149578,,tw21740022,,,,,,
round_pairing,Round 1,1,19,88,tw21740022,,tw19149578,,,,,,
round_pairing,Round 1,1,20,1445,tw64773010,,tw07211448,,,,,,
round_pairing,Round 1,1,20,30,tw07211448,,tw64773010,,,,,,
round_pairing,Round 1,1,21,313,tw66222534,,tw68763677,,,,,,
round_pairing,Round 1,1,21,325,tw68763677,,tw66222534,,,,,,
round_pairing,Round 1,1,22,36,tw08870778,,tw92466220,,,,,,
round_pairing,Round 1,1,22,433,tw92466220,,tw08870778,,,,,,
round_pairing,Round 1,1,23,253,tw55000893,,tw88792767,,,,,,
round_pairing,Round 1,1,23,411,tw88792767,,tw55000893,,,,,,
round_pairing,Round 1,1,24,215,tw46795660,,tw59548820,,,,,,
round_pairing,Round 1,1,24,274,tw59548820,,tw46795660,,,,,,
round_pairing,Round 1,1,25,156,tw35606425,,tw15176221,,,,,,
round_pairing,Round 1,1,25,66,tw15176221,,tw35606425,,,,,,
round_pairing,Round 1,2,26,135,tw31556414,,tw26953449,,,,,,
round_pairing,Round 1,2,26,1892,tw26953449,,tw31556414,,,,,,
round_pairing,Round 1,2,27,400,tw85563070,,tw09574160,,,,,,
round_pairing,Round 1,2,27,41,tw09574160,,tw85563070,,,,,,
round_pairing,Round 1,2,28,1316,tw94518932,,tw69425578,,,,,,
round_pairing,Round 1,2,28,328,tw69425578,,tw94518932,,,,,,
round_pairing,Round 1,2,29,186,tw40682117,,tw88559975,,,,,,
round_pairing,Round 1,2,29,410,tw88559975,,tw40682117,,,,,,
round_pairing,Round 1,2,30,232,tw49877892,,tw81886933,,,,,,
round_pairing,Round 1,2,30,385,tw81886933,,tw49877892,,,,,,
round_pairing,Round 1,2,31,112,tw27368718,,tw53619485,,,,,,
round_pairing,Round 1,2,31,248,tw53619485,,tw27368718,,,,,,
round_pairing,Round 1,2,32,1847,tw61176742,,tw05197795,,,,,,
round_pairing,Round 1,2,32,21,tw05197795,,tw61176742,,,,,,
round_pairing,Round 1,2,33,337,tw71730704,,tw82560565,,,,,,
round_pairing,Round 1,2,33,389,tw82560565,,tw71730704,,,,,,
round_pairing,Round 1,2,34,151,tw34185751,,tw37158463,,,,,,
round_pairing,Round 1,2,34,168,tw37158463,,tw34185751,,,,,,
round_pairing,Round 1,2,35,170,tw37453841,,tw67479231,,,,,,
round_pairing,Round 1,2,35,320,tw67479231,,tw37453841,,,,,,
round_pairing,Round 1,2,36,130,tw29536370,,tw52162016,,,,,,
round_pairing,Round 1,2,36,241,tw52162016,,tw29536370,,,,,,
round_pairing,Round 1,2,37,137,tw32240000,,tw75551324,,,,,,
round_pairing,Round 1,2,37,357,tw75551324,,tw32240000,,,,,,
round_pairing,Round 1,2,38,167,tw36904012,,tw96612258,,,,,,
round_pairing,Round 1,2,38,457,tw96612258,,tw36904012,,,,,,
round_pairing,Round 1,2,39,235,tw51147332,,tw87500073,,,,,,
round_pairing,Round 1,2,39,404,tw87500073,,tw51147332,,,,,,
round_pairing,Round 1,2,40,283,tw61792938,,tw13871558,,,,,,
round_pairing,Round 1,2,40,60,tw13871558,,tw61792938,,,,,,
round_pairing,Round 1,2,41,141,tw32902575,,tw05498557,,,,,,
round_pairing,Round 1,2,41,1881,tw05498557,,tw32902575,,,,,,
round_pairing,Round 1,2,42,146,tw33433069,,tw96113132,,,,,,
round_pairing,Round 1,2,42,455,tw96113132,,tw33433069,,,,,,
round_pairing,Round 1,2,43,1511,tw37257975,,tw40445988,,,,,,
round_pairing,Round 1,2,43,184,tw40445988,,tw37257975,,,,,,
round_pairing,Round 1,2,44,1,tw00060640,,tw63031373,,,,,,
round_pairing,Round 1,2,44,288,tw63031373,,tw00060640,,,,,,
round_pairing,Round 1,2,45,145,tw33425386,,tw91627311,,,,,,
round_pairing,Round 1,2,45,428,tw91627311,,tw33425386,,,,,,
round_pairing,Round 1,2,46,295,tw64272442,,tw19482629,,,,,,
round_pairing,Round 1,2,46,82,tw19482629,,tw64272442,,,,,,
round_pairing,Round 1,2,47,113,tw27556466,,tw60256639,,,,,,
round_pairing,Round 1,2,47,275,tw60256639,,tw27556466,,,,,,
round_pairing,Round 1,2,48,354,tw74937202,,tw99926791,,,,,,
round_pairing,Round 1,2,48,469,tw99926791,,tw74937202,,,,,,
round_pairing,Round 1,2,49,15,tw03226408,,tw49698910,,,,,,
round_pairing,Round 1,2,49,230,tw49698910,,tw03226408,,,,,,
round_pairing,Round 1,2,50,356,tw75352342,,tw12796514,,,,,,
round_pairing,Round 1,2,50,52,tw12796514,,tw75352342,,,,,,
round_pairing,Round 1,3,51,270,tw58835877,,tw13927259,,,,,,
round_pairing,Round 1,3,51,61,tw13927259,,tw58835877,,,,,,
round_pairing,Round 1,3,52,110,tw27017315,,tw09900505,,,,,,
round_pairing,Round 1,3,52,43,tw09900505,,tw27017315,,,,,,
round_pairing,Round 1,3,53,1418,tw69848864,,tw93829445,,,,,,
round_pairing,Round 1,3,53,3002,tw93829445,,tw69848864,,,,,,
round_pairing,Round 1,3,54,293,tw63569554,,tw13224458,,,,,,
round_pairing,Round 1,3,54,55,tw13224458,,tw63569554,,,,,,
round_pairing,Round 1,3,55,243,tw52663760,,tw56969159,,,,,,
round_pairing,Round 1,3,55,263,tw56969159,,tw52663760,,,,,,
round_pairing,Round 1,3,56,363,tw76717827,,tw93417681,,,,,,
round_pairing,Round 1,3,56,441,tw93417681,,tw76717827,,,,,,
round_pairing,Round 1,3,57,208,tw45233917,,tw23205294,,,,,,
round_pairing,Round 1,3,57,92,tw23205294,,tw45233917,,,,,,
round_pairing,Round 1,3,58,123,tw28543127,,tw44207012,,,,,,
round_pairing,Round 1,3,58,202,tw44207012,,tw28543127,,,,,,
round_pairing,Round 1,3,59,1950,tw20170614,,tw08814300,,,,,,
round_pairing,Round 1,3,59,35,tw08814300,,tw20170614,,,,,,
round_pairing,Round 1,3,60,361,tw76309421,,tw14811809,,,,,,
round_pairing,Round 1,3,60,63,tw14811809,,tw76309421,,,,,,
round_pairing,Round 1,3,61,1451,tw05346170,,tw92250919,,,,,,
round_pairing,Round 1,3,61,432,tw92250919,,tw05346170,,,,,,
round_pairing,Round 1,3,62,1443,tw97370246,,tw44874553,,,,,,
round_pairing,Round 1,3,62,207,tw44874553,,tw97370246,,,,,,
round_pairing,Round 1,3,63,239,tw51961580,,tw83160193,,,,,,
round_pairing,Round 1,3,63,391,tw83160193,,tw51961580,,,,,,
round_pairing,Round 1,3,64,220,tw48512422,,tw95806947,,,,,,
round_pairing,Round 1,3,64,453,tw95806947,,tw48512422,,,,,,
round_pairing,Round 1,3,65,1781,tw25433295,,tw52806758,,,,,,
round_pairing,Round 1,3,65,245,tw52806758,,tw25433295,,,,,,
round_pairing,Round 1,3,66,236,tw51346667,,tw01150243,,,,,,
round_pairing,Round 1,3,66,8,tw01150243,,tw51346667,,,,,,
round_pairing,Round 1,3,67,415,tw89091618,,tw90337288,,,,,,
round_pairing,Round 1,3,67,420,tw90337288,,tw89091618,,,,,,
round_pairing,Round 1,3,68,1562,tw11499785,,tw52204175,,,,,,
round_pairing,Round 1,3,68,242,tw52204175,,tw11499785,,,,,,
round_pairing,Round 1,3,69,252,tw54988993,,tw56240698,,,,,,
round_pairing,Round 1,3,69,259,tw56240698,,tw54988993,,,,,,
round_pairing,Round 1,3,70,101,tw24207778,,tw31563466,,,,,,
round_pairing,Round 1,3,70,1731,tw31563466,,tw24207778,,,,,,
round_pairing,Round 1,3,71,1778,tw15800518,,tw17748447,,,,,,
round_pairing,Round 1,3,71,78,tw17748447,,tw15800518,,,,,,
round_pairing,Round 1,3,72,1953,tw69221566,,tw16280450,,,,,,
round_pairing,Round 1,3,72,71,tw16280450,,tw69221566,,,,,,
round_pairing,Round 1,3,73,119,tw27943796,,tw93405316,,,,,,
round_pairing,Round 1,3,73,440,tw93405316,,tw27943796,,,,,,
round_pairing,Round 1,3,74,1676,tw86683243,,tw77414759,,,,,,
round_pairing,Round 1,3,74,366,tw77414759,,tw86683243,,,,,,
round_pairing,Round 1,3,75,418,tw89609352,,tw96909333,,,,,,
round_pairing,Round 1,3,75,459,tw96909333,,tw89609352,,,,,,
round_pairing,Round 1,4,76,1372,tw01407526,,tw45324854,,,,,,
round_pairing,Round 1,4,76,209,tw45324854,,tw01407526,,,,,,
round_pairing,Round 1,4,77,159,tw35967803,,tw73237577,,,,,,
round_pairing,Round 1,4,77,346,tw73237577,,tw35967803,,,,,,
round_pairing,Round 1,4,78,1817,tw94687968,,tw11247537,,,,,,
round_pairing,Round 1,4,78,46,tw11247537,,tw94687968,,,,,,
round_pairing,Round 1,4,79,166,tw36869316,,tw89407764,,,,,,
round_pairing,Round 1,4,79,416,tw89407764,,tw36869316,,,,,,
round_pairing,Round 1,4,80,121,tw28193746,,tw85026999,,,,,,
round_pairing,Round 1,4,80,395,tw85026999,,tw28193746,,,,,,
round_pairing,Round 1,4,81,254,tw55205528,,tw76878917,,,,,,
round_pairing,Round 1,4,81,364,tw76878917,,tw55205528,,,,,,
round_pairing,Round 1,4,82,412,tw88843922,,tw92224806,,,,,,
round_pairing,Round 1,4,82,431,tw92224806,,tw88843922,,,,,,
round_pairing,Round 1,4,83,1405,tw08457807,,tw58661443,,,,,,
round_pairing,Round 1,4,83,268,tw58661443,,tw08457807,,,,,,
round_pairing,Round 1,4,84,217,tw47440588,,tw11570874,,,,,,
round_pairing,Round 1,4,84,49,tw11570874,,tw47440588,,,,,,
round_pairing,Round 1,4,85,17,tw03539566,,tw53055306,,,,,,
round_pairing,Round 1,4,85,1753,tw53055306,,tw03539566,,,,,,
round_pairing,Round 1,4,86,177,tw38236579,,tw79180495,,,,,,
round_pairing,Round 1,4,86,376,tw79180495,,tw38236579,,,,,,
round_pairing,Round 1,4,87,1413,tw37173355,,tw93076075,,,,,,
round_pairing,Round 1,4,87,438,tw93076075,,tw37173355,,,,,,
round_pairing,Round 1,4,88,3,tw00181149,,tw95954871,,,,,,
round_pairing,Round 1,4,88,454,tw95954871,,tw00181149,,,,,,
round_pairing,Round 1,4,89,1057,tw51046647,,tw85366009,,,,,,
round_pairing,Round 1,4,89,398,tw85366009,,tw51046647,,,,,,
round_pairing,Round 1,4,90,240,tw52127289,,tw69575811,,,,,,
round_pairing,Round 1,4,90,330,tw69575811,,tw52127289,,,,,,
round_pairing,Round 1,4,91,142,tw32950344,,tw35010470,,,,,,
round_pairing,Round 1,4,91,153,tw35010470,,tw32950344,,,,,,
round_pairing,Round 1,4,92,102,tw24266071,,tw87828620,,,,,,
round_pairing,Round 1,4,92,405,tw87828620,,tw24266071,,,,,,
round_pairing,Round 1,4,93,388,tw82502332,,tw93020902,,,,,,
round_pairing,Round 1,4,93,436,tw93020902,,tw82502332,,,,,,
round_pairing,Round 1,4,94,437,tw93054506,,tw98688020,,,,,,
round_pairing,Round 1,4,94,465,tw98688020,,tw93054506,,,,,,
round_pairing,Round 1,4,95,390,tw82981600,,tw94971550,,,,,,
round_pairing,Round 1,4,95,447,tw94971550,,tw82981600,,,,,,
round_pairing,Round 1,4,96,1446,tw82756336,,tw98985840,,,,,,
round_pairing,Round 1,4,96,466,tw98985840,,tw82756336,,,,,,
round_pairing,Round 1,4,97,311,tw66134077,,tw78866457,,,,,,
round_pairing,Round 1,4,97,373,tw78866457,,tw66134077,,,,,,
round_pairing,Round 1,4,98,152,tw34396906,,tw76086171,,,,,,
round_pairing,Round 1,4,98,360,tw76086171,,tw34396906,,,,,,
round_pairing,Round 1,4,99,144,tw33410362,,tw17203659,,,,,,
round_pairing,Round 1,4,99,76,tw17203659,,tw33410362,,,,,,
round_pairing,Round 1,4,100,1884,tw63631827,,tw92544749,,,,,,
round_pairing,Round 1,4,100,434,tw92544749,,tw63631827,,,,,,
round_pairing,Round 1,5,101,200,tw43897373,,tw85067465,,,,,,
round_pairing,Round 1,5,101,396,tw85067465,,tw43897373,,,,,,
round_pairing,Round 1,5,102,45,tw11136221,,tw97497767,,,,,,
round_pairing,Round 1,5,102,462,tw97497767,,tw11136221,,,,,,
round_pairing,Round 1,5,103,238,tw51496473,,tw13786805,,,,,,
round_pairing,Round 1,5,103,59,tw13786805,,tw51496473,,,,,,
round_pairing,Round 1,5,104,183,tw40194303,,tw19209864,,,,,,
round_pairing,Round 1,5,104,81,tw19209864,,tw40194303,,,,,,
round_pairing,Round 1,5,105,120,tw28179733,,tw49826410,,,,,,
round_pairing,Round 1,5,105,231,tw49826410,,tw28179733,,,,,,
round_pairing,Round 1,5,106,271,tw58859352,,tw88178510,,,,,,
round_pairing,Round 1,5,106,408,tw88178510,,tw58859352,,,,,,
round_pairing,Round 1,5,107,104,tw24742864,,tw05399034,,,,,,
round_pairing,Round 1,5,107,1141,tw05399034,,tw24742864,,,,,,
round_pairing,Round 1,5,108,192,tw41682200,,tw16152234,,,,,,
round_pairing,Round 1,5,108,70,tw16152234,,tw41682200,,,,,,
round_pairing,Round 1,5,109,327,tw69206206,,tw91803326,,,,,,
round_pairing,Round 1,5,109,429,tw91803326,,tw69206206,,,,,,
round_pairing,Round 1,5,110,1226,tw95570205,,tw23540064,,,,,,
round_pairing,Round 1,5,110,96,tw23540064,,tw95570205,,,,,,
round_pairing,Round 1,5,111,214,tw46437830,,tw96887599,,,,,,
round_pairing,Round 1,5,111,458,tw96887599,,tw46437830,,,,,,
round_pairing,Round 1,5,112,1318,tw51108451,,tw95198982,,,,,,
round_pairing,Round 1,5,112,449,tw95198982,,tw51108451,,,,,,
round_pairing,Round 1,5,113,305,tw65539990,,tw88860465,,,,,,
