rank,points,username,player_id,region,deck_url
1,20,ScreamTail,tw42619935,臺南市,
2,12,HAO-YU,tw65972314,新北市,
3,10,PAISELY,tw48442445,臺北市,
4,10,TheONE_LINYOUYI,tw08069127,新北市,
5,8,WilsonChang,tw95761035,桃園市,
6,8,Hill,tw79037446,桃園市,
7,8,:(,tw50858481,桃園市,
8,8,Terry,tw32701908,桃園市,
9,6,Mazu,tw37918429,桃園市,
10,6,Jerry,tw09468385,臺北市,
11,6,Gai,tw89609352,桃園市,
12,6,^-^,tw16965198,臺北市,
13,6,Jannun,tw79154733,桃園市,
14,6,KJ,tw82289672,桃園市,
15,6,Davison,tw96937074,桃園市,
16,6,ILOOK,tw00572856,桃園市,
17,4,Duncan,tw49925937,桃園市,
18,4,Warrior5454,tw54988993,桃園市,
19,4,Chiara,tw15384084,新北市,
20,4,WEI,tw50453642,澎湖縣,
21,4,Neil,tw12139732,桃園市,
22,4,Ytxx,tw60511158,桃園市,
23,4,Satoru,tw95235085,桃園市,
24,4,hung,tw24554695,桃園市,
25,4,Xiagying,tw43513565,桃園市,
26,4,Jun,tw27673402,桃園市,
27,4,Bear'sParty,tw96922965,屏東縣,
28,4,Jack,tw77414759,臺北市,
29,4,yogioh0,tw06072288,桃園市,
30,4,Legoboy,tw97627454,桃園市,
31,4,SHIAO,tw23540064,桃園市,
32,4,FrankChu,tw48512422,新北市,
