record_type,round,page_index,table_no,player_no,player_id,player_score,opponent_id,opponent_score,rank,total_score,omw_pct,wo_score,avomw_pct
round_pairing,Round 1,1,1,599,tw84406921,,tw86135374,,,,,,
round_pairing,Round 1,1,1,607,tw86135374,,tw84406921,,,,,,
round_pairing,Round 1,1,2,400,tw55861628,,tw88792767,,,,,,
round_pairing,Round 1,1,2,619,tw88792767,,tw55861628,,,,,,
round_pairing,Round 1,1,3,287,tw39536527,,tw76994845,,,,,,
round_pairing,Round 1,1,3,544,tw76994845,,tw39536527,,,,,,
round_pairing,Round 1,1,4,1739,tw75501461,,tw03821579,,,,,,
round_pairing,Round 1,1,4,27,tw03821579,,tw75501461,,,,,,
round_pairing,Round 1,1,5,1633,tw27726507,,tw98237426,,,,,,
round_pairing,Round 1,1,5,686,tw98237426,,tw27726507,,,,,,
round_pairing,Round 1,1,6,268,tw37477215,,tw76529055,,,,,,
round_pairing,Round 1,1,6,541,tw76529055,,tw37477215,,,,,,
round_pairing,Round 1,1,7,542,tw76568846,,tw97494603,,,,,,
round_pairing,Round 1,1,7,680,tw97494603,,tw76568846,,,,,,
round_pairing,Round 1,1,8,164,tw23209128,,tw78681290,,,,,,
round_pairing,Round 1,1,8,556,tw78681290,,tw23209128,,,,,,
round_pairing,Round 1,1,9,474,tw66134077,,tw92522682,,,,,,
round_pairing,Round 1,1,9,644,tw92522682,,tw66134077,,,,,,
round_pairing,Round 1,1,10,1985,tw02559687,,tw56737942,,,,,,
round_pairing,Round 1,1,10,407,tw56737942,,tw02559687,,,,,,
round_pairing,Round 1,1,11,291,tw40274722,,tw49682954,,,,,,
round_pairing,Round 1,1,11,358,tw49682954,,tw40274722,,,,,,
round_pairing,Round 1,1,12,1206,tw81144072,,tw42527004,,,,,,
round_pairing,Round 1,1,12,304,tw42527004,,tw81144072,,,,,,
round_pairing,Round 1,1,13,1732,tw89609352,,tw38332953,,,,,,
round_pairing,Round 1,1,13,278,tw38332953,,tw89609352,,,,,,
round_pairing,Round 1,1,14,107,tw14788730,,tw49388371,,,,,,
round_pairing,Round 1,1,14,356,tw49388371,,tw14788730,,,,,,
round_pairing,Round 1,1,15,1388,tw07205013,,tw97854006,,,,,,
round_pairing,Round 1,1,15,683,tw97854006,,tw07205013,,,,,,
round_pairing,Round 1,1,16,139,tw18584107,,tw98988500,,,,,,
round_pairing,Round 1,1,16,690,tw98988500,,tw18584107,,,,,,
round_pairing,Round 1,1,17,1594,tw49698910,,tw07993716,,,,,,
round_pairing,Round 1,1,17,67,tw07993716,,tw49698910,,,,,,
round_pairing,Round 1,1,18,1501,tw64200712,,tw87500073,,,,,,
round_pairing,Round 1,1,18,613,tw87500073,,tw64200712,,,,,,
round_pairing,Round 1,1,19,43,tw05932500,,tw96830881,,,,,,
round_pairing,Round 1,1,19,675,tw96830881,,tw05932500,,,,,,
round_pairing,Round 1,1,20,427,tw59488563,,tw63031373,,,,,,
round_pairing,Round 1,1,20,449,tw63031373,,tw59488563,,,,,,
round_pairing,Round 1,1,21,214,tw29023076,,tw42912360,,,,,,
round_pairing,Round 1,1,21,306,tw42912360,,tw29023076,,,,,,
round_pairing,Round 1,1,22,329,tw46423373,,tw04959593,,,,,,
round_pairing,Round 1,1,22,34,tw04959593,,tw46423373,,,,,,
round_pairing,Round 1,1,23,307,tw42979297,,tw64986728,,,,,,
round_pairing,Round 1,1,23,466,tw64986728,,tw42979297,,,,,,
round_pairing,Round 1,1,24,241,tw33446875,,tw77606471,,,,,,
round_pairing,Round 1,1,24,547,tw77606471,,tw33446875,,,,,,
round_pairing,Round 1,1,25,1252,tw56997212,,tw17213475,,,,,,
round_pairing,Round 1,1,25,127,tw17213475,,tw56997212,,,,,,
round_pairing,Round 1,2,26,1144,tw77101544,,tw56659196,,,,,,
round_pairing,Round 1,2,26,406,tw56659196,,tw77101544,,,,,,
round_pairing,Round 1,2,27,144,tw19028585,,tw67252720,,,,,,
round_pairing,Round 1,2,27,1984,tw67252720,,tw19028585,,,,,,
round_pairing,Round 1,2,28,113,tw15800518,,tw32214798,,,,,,
round_pairing,Round 1,2,28,228,tw32214798,,tw15800518,,,,,,
round_pairing,Round 1,2,29,1321,tw49159270,,tw47415187,,,,,,
round_pairing,Round 1,2,29,341,tw47415187,,tw49159270,,,,,,
round_pairing,Round 1,2,30,319,tw45289252,,tw94931781,,,,,,
round_pairing,Round 1,2,30,661,tw94931781,,tw45289252,,,,,,
round_pairing,Round 1,2,31,1610,tw15028008,,tw83905127,,,,,,
round_pairing,Round 1,2,31,596,tw83905127,,tw15028008,,,,,,
round_pairing,Round 1,2,32,1665,tw02747010,,tw79960012,,,,,,
round_pairing,Round 1,2,32,572,tw79960012,,tw02747010,,,,,,
round_pairing,Round 1,2,33,133,tw17748447,,tw76925363,,,,,,
round_pairing,Round 1,2,33,543,tw76925363,,tw17748447,,,,,,
round_pairing,Round 1,2,34,1744,tw27943796,,tw75712938,,,,,,
round_pairing,Round 1,2,34,535,tw75712938,,tw27943796,,,,,,
round_pairing,Round 1,2,35,577,tw81066465,,tw97931731,,,,,,
round_pairing,Round 1,2,35,684,tw97931731,,tw81066465,,,,,,
round_pairing,Round 1,2,36,38,tw05399034,,tw07335368,,,,,,
round_pairing,Round 1,2,36,60,tw07335368,,tw05399034,,,,,,
round_pairing,Round 1,2,37,192,tw26319522,,tw82119121,,,,,,
round_pairing,Round 1,2,37,585,tw82119121,,tw26319522,,,,,,
round_pairing,Round 1,2,38,540,tw76470686,,tw92466220,,,,,,
round_pairing,Round 1,2,38,643,tw92466220,,tw76470686,,,,,,
round_pairing,Round 1,2,39,663,tw95198982,,tw95533657,,,,,,
round_pairing,Round 1,2,39,666,tw95533657,,tw95198982,,,,,,
round_pairing,Round 1,2,40,39,tw05433925,,tw67479231,,,,,,
round_pairing,Round 1,2,40,484,tw67479231,,tw05433925,,,,,,
round_pairing,Round 1,2,41,298,tw41682200,,tw48471470,,,,,,
round_pairing,Round 1,2,41,345,tw48471470,,tw41682200,,,,,,
round_pairing,Round 1,2,42,444,tw62020476,,tw66907796,,,,,,
round_pairing,Round 1,2,42,480,tw66907796,,tw62020476,,,,,,
round_pairing,Round 1,2,43,159,tw22529091,,tw60920600,,,,,,
round_pairing,Round 1,2,43,439,tw60920600,,tw22529091,,,,,,
round_pairing,Round 1,2,44,620,tw88860465,,tw08615728,,,,,,
round_pairing,Round 1,2,44,70,tw08615728,,tw88860465,,,,,,
round_pairing,Round 1,2,45,328,tw46362217,,tw06783073,,,,,,
round_pairing,Round 1,2,45,54,tw06783073,,tw46362217,,,,,,
round_pairing,Round 1,2,46,507,tw71920630,,tw96622574,,,,,,
round_pairing,Round 1,2,46,674,tw96622574,,tw71920630,,,,,,
round_pairing,Round 1,2,47,487,tw68088789,,tw84386196,,,,,,
round_pairing,Round 1,2,47,598,tw84386196,,tw68088789,,,,,,
round_pairing,Round 1,2,48,10,tw00976968,,tw69663505,,,,,,
round_pairing,Round 1,2,48,498,tw69663505,,tw00976968,,,,,,
round_pairing,Round 1,2,49,1546,tw22611326,,tw29536370,,,,,,
round_pairing,Round 1,2,49,217,tw29536370,,tw22611326,,,,,,
round_pairing,Round 1,2,50,222,tw30898169,,tw95386841,,,,,,
round_pairing,Round 1,2,50,665,tw95386841,,tw30898169,,,,,,
round_pairing,Round 1,3,51,1064,tw83160193,,tw42421898,,,,,,
round_pairing,Round 1,3,51,303,tw42421898,,tw83160193,,,,,,
round_pairing,Round 1,3,52,1099,tw87180928,,tw57196950,,,,,,
round_pairing,Round 1,3,52,412,tw57196950,,tw87180928,,,,,,
round_pairing,Round 1,3,53,657,tw94073966,,tw94173678,,,,,,
round_pairing,Round 1,3,53,658,tw94173678,,tw94073966,,,,,,
round_pairing,Round 1,3,54,280,tw38671111,,tw55000893,,,,,,
round_pairing,Round 1,3,54,398,tw55000893,,tw38671111,,,,,,
round_pairing,Round 1,3,55,1357,tw54738757,,tw56605426,,,,,,
round_pairing,Round 1,3,55,405,tw56605426,,tw54738757,,,,,,
round_pairing,Round 1,3,56,1534,tw90389852,,tw87328200,,,,,,
round_pairing,Round 1,3,56,611,tw87328200,,tw90389852,,,,,,
round_pairing,Round 1,3,57,1519,tw54347311,,tw03376553,,,,,,
round_pairing,Round 1,3,57,26,tw03376553,,tw54347311,,,,,,
round_pairing,Round 1,3,58,181,tw24939741,,tw67348652,,,,,,
round_pairing,Round 1,3,58,483,tw67348652,,tw24939741,,,,,,
round_pairing,Round 1,3,59,238,tw33425386,,tw96093664,,,,,,
round_pairing,Round 1,3,59,671,tw96093664,,tw33425386,,,,,,
round_pairing,Round 1,3,60,1854,tw80392170,,tw70892972,,,,,,
round_pairing,Round 1,3,60,502,tw70892972,,tw80392170,,,,,,
round_pairing,Round 1,3,61,401,tw56082998,,tw60462915,,,,,,
round_pairing,Round 1,3,61,436,tw60462915,,tw56082998,,,,,,
round_pairing,Round 1,3,62,1998,tw43768909,,tw09638604,,,,,,
round_pairing,Round 1,3,62,77,tw09638604,,tw43768909,,,,,,
round_pairing,Round 1,3,63,437,tw60511158,,tw62683074,,,,,,
round_pairing,Round 1,3,63,447,tw62683074,,tw60511158,,,,,,
round_pairing,Round 1,3,64,1561,tw30419396,,tw28510545,,,,,,
round_pairing,Round 1,3,64,211,tw28510545,,tw30419396,,,,,,
round_pairing,Round 1,3,65,533,tw75551324,,tw79611944,,,,,,
round_pairing,Round 1,3,65,567,tw79611944,,tw75551324,,,,,,
round_pairing,Round 1,3,66,180,tw24928885,,tw25684532,,,,,,
round_pairing,Round 1,3,66,188,tw25684532,,tw24928885,,,,,,
round_pairing,Round 1,3,67,1729,tw62529006,,tw32364107,,,,,,
round_pairing,Round 1,3,67,231,tw32364107,,tw62529006,,,,,,
round_pairing,Round 1,3,68,1197,tw50567676,,tw75204861,,,,,,
round_pairing,Round 1,3,68,529,tw75204861,,tw50567676,,,,,,
round_pairing,Round 1,3,69,1183,tw53974581,,tw41479406,,,,,,
round_pairing,Round 1,3,69,297,tw41479406,,tw53974581,,,,,,
round_pairing,Round 1,3,70,1693,tw15456300,,tw53915467,,,,,,
round_pairing,Round 1,3,70,390,tw53915467,,tw15456300,,,,,,
round_pairing,Round 1,3,71,1266,tw72318939,,tw93829445,,,,,,
round_pairing,Round 1,3,71,654,tw93829445,,tw72318939,,,,,,
round_pairing,Round 1,3,72,548,tw77606795,,tw93746877,,,,,,
round_pairing,Round 1,3,72,652,tw93746877,,tw77606795,,,,,,
round_pairing,Round 1,3,73,163,tw23205294,,tw40191085,,,,,,
round_pairing,Round 1,3,73,290,tw40191085,,tw23205294,,,,,,
round_pairing,Round 1,3,74,100,tw13965222,,tw58859352,,,,,,
round_pairing,Round 1,3,74,423,tw58859352,,tw13965222,,,,,,
round_pairing,Round 1,3,75,195,tw26670105,,tw79434198,,,,,,
round_pairing,Round 1,3,75,565,tw79434198,,tw26670105,,,,,,
round_pairing,Round 1,4,76,361,tw49877892,,tw07596765,,,,,,
round_pairing,Round 1,4,76,63,tw07596765,,tw49877892,,,,,,
round_pairing,Round 1,4,77,148,tw20116252,,tw38140274,,,,,,
round_pairing,Round 1,4,77,1728,tw38140274,,tw20116252,,,,,,
round_pairing,Round 1,4,78,327,tw46002856,,tw70406948,,,,,,
round_pairing,Round 1,4,78,501,tw70406948,,tw46002856,,,,,,
round_pairing,Round 1,4,79,50,tw06441088,,tw79003239,,,,,,
round_pairing,Round 1,4,79,558,tw79003239,,tw06441088,,,,,,
round_pairing,Round 1,4,80,138,tw18429175,,tw25488947,,,,,,
round_pairing,Round 1,4,80,184,tw25488947,,tw18429175,,,,,,
round_pairing,Round 1,4,81,154,tw22029588,,tw48793078,,,,,,
round_pairing,Round 1,4,81,350,tw48793078,,tw22029588,,,,,,
round_pairing,Round 1,4,82,145,tw19522331,,tw95955380,,,,,,
round_pairing,Round 1,4,82,670,tw95955380,,tw19522331,,,,,,
round_pairing,Round 1,4,83,1630,tw21420926,,tw15115105,,,,,,
round_pairing,Round 1,4,83,1643,tw15115105,,tw21420926,,,,,,
round_pairing,Round 1,4,84,259,tw36648556,,tw04461037,,,,,,
round_pairing,Round 1,4,84,32,tw04461037,,tw36648556,,,,,,
round_pairing,Round 1,4,85,470,tw65824965,,tw75455473,,,,,,
round_pairing,Round 1,4,85,532,tw75455473,,tw65824965,,,,,,
round_pairing,Round 1,4,86,156,tw22214011,,tw51280364,,,,,,
round_pairing,Round 1,4,86,370,tw51280364,,tw22214011,,,,,,
round_pairing,Round 1,4,87,366,tw50531237,,tw93786634,,,,,,
round_pairing,Round 1,4,87,653,tw93786634,,tw50531237,,,,,,
round_pairing,Round 1,4,88,234,tw32893143,,tw71122215,,,,,,
round_pairing,Round 1,4,88,504,tw71122215,,tw32893143,,,,,,
round_pairing,Round 1,4,89,21,tw02791820,,tw60805037,,,,,,
round_pairing,Round 1,4,89,438,tw60805037,,tw02791820,,,,,,
round_pairing,Round 1,4,90,284,tw39062068,,tw73911906,,,,,,
round_pairing,Round 1,4,90,522,tw73911906,,tw39062068,,,,,,
round_pairing,Round 1,4,91,402,tw56084175,,tw85406652,,,,,,
round_pairing,Round 1,4,91,603,tw85406652,,tw56084175,,,,,,
round_pairing,Round 1,4,92,1311,tw71730704,,tw28785208,,,,,,
round_pairing,Round 1,4,92,213,tw28785208,,tw71730704,,,,,,
round_pairing,Round 1,4,93,249,tw35400743,,tw79066133,,,,,,
round_pairing,Round 1,4,93,559,tw79066133,,tw35400743,,,,,,
round_pairing,Round 1,4,94,1393,tw78965793,,tw13624938,,,,,,
round_pairing,Round 1,4,94,1658,tw13624938,,tw78965793,,,,,,
round_pairing,Round 1,4,95,232,tw32722359,,tw42309306,,,,,,
round_pairing,Round 1,4,95,301,tw42309306,,tw32722359,,,,,,
round_pairing,Round 1,4,96,112,tw15435377,,tw63569554,,,,,,
round_pairing,Round 1,4,96,456,tw63569554,,tw15435377,,,,,,
round_pairing,Round 1,4,97,1324,tw97370246,,tw44821842,,,,,,
round_pairing,Round 1,4,97,1750,tw44821842,,tw97370246,,,,,,
round_pairing,Round 1,4,98,1314,tw70942920,,tw59096586,,,,,,
round_pairing,Round 1,4,98,425,tw59096586,,tw70942920,,,,,,
round_pairing,Round 1,4,99,137,tw18237771,,tw22998453,,,,,,
round_pairing,Round 1,4,99,162,tw22998453,,tw18237771,,,,,,
round_pairing,Round 1,4,100,146,tw19804425,,tw09225948,,,,,,
round_pairing,Round 1,4,100,74,tw09225948,,tw19804425,,,,,,
round_pairing,Round 1,5,101,377,tw52493073,,tw81886933,,,,,,
round_pairing,Round 1,5,101,582,tw81886933,,tw52493073,,,,,,
round_pairing,Round 1,5,102,1566,tw51730650,,tw94202287,,,,,,
round_pairing,Round 1,5,102,659,tw94202287,,tw51730650,,,,,,
round_pairing,Round 1,5,103,1169,tw20156409,,tw35606425,,,,,,
round_pairing,Round 1,5,103,252,tw35606425,,tw20156409,,,,,,
round_pairing,Round 1,5,104,295,tw40682117,,tw51489284,,,,,,
round_pairing,Round 1,5,104,372,tw51489284,,tw40682117,,,,,,
round_pairing,Round 1,5,105,313,tw44344603,,tw44853577,,,,,,
round_pairing,Round 1,5,105,316,tw44853577,,tw44344603,,,,,,
round_pairing,Round 1,5,106,440,tw61279434,,tw82121432,,,,,,
round_pairing,Round 1,5,106,586,tw82121432,,tw61279434,,,,,,
round_pairing,Round 1,5,107,1088,tw16176784,,tw49340794,,,,,,
round_pairing,Round 1,5,107,355,tw49340794,,tw16176784,,,,,,
round_pairing,Round 1,5,108,168,tw23730146,,tw75820315,,,,,,
round_pairing,Round 1,5,108,1863,tw75820315,,tw23730146,,,,,,
round_pairing,Round 1,5,109,130,tw17488993,,tw84105600,,,,,,
round_pairing,Round 1,5,109,1363,tw84105600,,tw17488993,,,,,,
round_pairing,Round 1,5,110,403,tw56240698,,tw06225308,,,,,,
round_pairing,Round 1,5,110,46,tw06225308,,tw56240698,,,,,,
round_pairing,Round 1,5,111,35,tw05040970,,tw51108451,,,,,,
round_pairing,Round 1,5,111,368,tw51108451,,tw05040970,,,,,,
round_pairing,Round 1,5,112,274,tw37950627,,tw58776465,,,,,,
round_pairing,Round 1,5,112,419,tw58776465,,tw37950627,,,,,,
round_pairing,Round 1,5,113,169,tw23764220,,tw42420456,,,,,,
round_pairing,Round 1,5,113,302,tw42420456,,tw23764220,,,,,,
round_pairing,Round 1,5,114,40,tw05738753,,tw00387540,,,,,,
round_pairing,Round 1,5,114,5,tw00387540,,tw05738753,,,,,,
round_pairing,Round 1,5,115,1443,tw88633827,,tw57907773,,,,,,
round_pairing,Round 1,5,115,1746,tw57907773,,tw88633827,,,,,,
round_pairing,Round 1,5,116,202,tw27673402,,tw27848221,,,,,,
round_pairing,Round 1,5,116,206,tw27848221,,tw27673402,,,,,,
round_pairing,Round 1,5,117,1165,tw45233917,,tw71470461,,,,,,
round_pairing,Round 1,5,117,505,tw71470461,,tw45233917,,,,,,
round_pairing,Round 1,5,118,312,tw44127879,,tw54028667,,,,,,
round_pairing,Round 1,5,118,391,tw54028667,,tw44127879,,,,,,
round_pairing,Round 1,5,119,176,tw24479626,,tw73975912,,,,,,
round_pairing,Round 1,5,119,524,tw73975912,,tw24479626,,,,,,
round_pairing,Round 1,5,120,109,tw15026318,,tw16089959,,,,,,
