rank,points,username,player_id,region,deck_url
1,20,Jimmy,tw22147179,新竹縣,
2,12,Akashi,tw23764220,彰化縣,
3,10,Frogboy69,tw66160398,南投縣,
4,10,NewFlavors,tw17203659,臺北市,
5,8,NS-Michael,tw59488563,臺中市,
6,8,HAO-YU,tw65972314,新北市,
7,8,a1phaki,tw70378594,桃園市,
8,8,Cookie,tw42912360,高雄市,
9,6,Aki,tw41073870,臺中市,
10,6,StarCurry,tw41768227,彰化縣,
11,6,zivchen,tw30267620,臺中市,
12,6,Hao,tw91555335,桃園市,
13,6,HuangPoTsun,tw35735135,臺中市,
14,6,CoCoAce,tw91502257,臺中市,
15,6,Ming,tw58028303,臺中市,
16,6,ADi,tw99926791,嘉義市,
