rank,points,username,player_id,region,deck_url
1,300,TheONE_KuoPinYi,tw96234784,新北市,
2,150,HAO-YU,tw65972314,新北市,
3,100,R.MVP.R,tw17953874,高雄市,
3,100,JayWu100,tw85313935,新北市,/tw/deck-build/recipe/gsQDIq-vhFNQv-rmQUJi/
5,75,totototo,tw26186753,高雄市,/tw/deck-build/recipe/sUvnDt-jQJEas-oILMed/
5,75,Alan,tw31006483,臺中市,
5,75,ant,tw58668941,南投縣,/tw/deck-build/recipe/lqMTPC-TmMvMj-fycJwy/
5,75,YOYO,tw51675689,桃園市,/tw/deck-build/recipe/yycRtt-OlcVBW-qPRwpr/
9,50,zivchen,tw30267620,臺中市,
9,50,Mark0712,tw71446090,新北市,
9,50,Marshal,tw33463324,宜蘭縣,
9,50,波加曼弟弟,tw32638091,臺北市,
9,50,benjamin,tw40670915,桃園市,
9,50,baobaobaby530,tw78670690,臺北市,
9,50,Xinyu,tw67716132,臺北市,
9,50,Jimmy,tw22147179,新竹縣,
17,25,Cheng1117,tw91113369,彰化縣,
17,25,Eli,tw61299751,高雄市,
17,25,Wilson,tw66007671,新北市,
17,25,smallfiredragon,tw12360786,新北市,
17,25,EricYang,tw04887888,高雄市,
17,25,Jerry,tw09468385,臺北市,
17,25,Young517,tw95299182,南投縣,
17,25,Marc,tw80275315,高雄市,
17,25,Rex,tw63031175,新北市,/tw/deck-build/recipe/ytMRNJ-NtrFoc-YFTgwp/
17,25,Anka,tw54587316,新北市,
17,25,Jun,tw98211582,桃園市,
17,25,Jasper,tw29162741,宜蘭縣,/tw/deck-build/recipe/dlYpYR-KsBSLW-KknkcO/
17,25,Bigguy,tw08809914,臺北市,
17,25,Yenyen,tw81291690,新北市,
17,25,joker,tw98027117,雲林縣,
17,25,kidthephantomthief,tw46228271,宜蘭縣,
33,15,David,tw87203702,新北市,
33,15,Mew_宥緯wade,tw81124094,新北市,
33,15,R0724,tw14930487,臺北市,/tw/deck-build/recipe/QoAfSg-SSSfHG-WiiWnV/
33,15,OP.Darren,tw01856787,臺中市,
33,15,Diego,tw98026492,臺北市,/tw/deck-build/recipe/AyTKDf-qIvPEU-ocRbDT/
33,15,Albert,tw55451987,桃園市,
33,15,Sam,tw02031652,苗栗縣,/tw/deck-build/recipe/qhMlcm-kzhnTp-elrJXk/
33,15,Satoru,tw95235085,桃園市,
33,15,PTCG-BOY,tw18142838,臺北市,
33,15,Leochen,tw48730092,宜蘭縣,/tw/deck-build/recipe/ISdvua-CtJjzr-tfndvb/
33,15,Docan,tw77080131,臺中市,/tw/deck-build/recipe/HXAPHZ-lCuLMj-qoPQMA/
33,15,Tem,tw67886635,新北市,/tw/deck-build/recipe/ipUxaA-OuxusD-iyMlWU/
33,15,Zeo,tw63342057,彰化縣,/tw/deck-build/recipe/goynLX-HyymQt-MUeAXy/
33,15,WilsonChang,tw95761035,桃園市,
33,15,Austin,tw12786878,臺北市,
33,15,Justin,tw25944264,新北市,/tw/deck-build/recipe/fLNUyj-YAMcCu-ZIkPZx/
33,15,Nailong,tw58703570,高雄市,/tw/deck-build/recipe/RUeTIy-mHekxa-qLtNKR/
33,15,Yoruko,tw61155211,臺中市,
33,15,Ming,tw08469919,彰化縣,/tw/deck-build/recipe/GtOMEi-EJmUor-VHYsNV/
33,15,Gchen,tw99688864,臺中市,/tw/deck-build/recipe/EyOMwR-xMRifC-BnbDEm/
33,15,112,tw90833842,桃園市,/tw/deck-build/recipe/dHxvfx-BGPCAB-dwahua/
33,15,Cui,tw55359182,新北市,/tw/deck-build/recipe/zoiOmM-snwanh-ZbKawU/
33,15,Luyajing,tw16992270,嘉義市,/tw/deck-build/recipe/OOYgAS-qaYmFh-HvGfKL/
33,15,Justin-N1ARK,tw56036096,高雄市,
33,15,TCGSTORE_SHAOTONG,tw03103631,臺北市,
33,15,Yuki,tw24617527,新北市,/tw/deck-build/recipe/trrfOv-lyxQca-hJKHJs/
33,15,William,tw12541131,臺中市,/tw/deck-build/recipe/WSfYeU-MyWuii-CsoDqH/
33,15,Ethan,tw44232483,新北市,/tw/deck-build/recipe/AXDatU-ZcIwMX-RnlaBQ/
33,15,Henry,tw82259698,新竹市,
33,15,lun,tw00491520,桃園市,
33,15,Evan,tw91677599,新北市,
33,15,Eason0326,tw73753381,臺中市,
65,10,FanFan,tw76708967,新北市,
66,10,AndrewChung,tw89973725,高雄市,
67,10,B.N.C 林宇廷,tw37556303,高雄市,
68,10,Dewott,tw32945802,新竹市,
69,10,Bwr_Kuro,tw75152965,高雄市,
70,10,shark,tw27088222,桃園市,/tw/deck-build/recipe/wHXiya-EyMUwP-jyvwPv/
71,10,Chenyen,tw81036560,新竹市,/tw/deck-build/recipe/rCfgad-TNokFn-tDKigs/
72,10,Leo,tw67974830,高雄市,/tw/deck-build/recipe/yWlxFx-bcQpaT-kreSoZ/
73,10,CHENG,tw32525217,新竹縣,/tw/deck-build/recipe/wSWjfx-DZMNdh-oFnXPZ/
74,10,Terry,tw84616467,高雄市,
75,10,aurora,tw58040892,新北市,
76,10,pola,tw68510115,臺中市,
77,10,Chen,tw12141522,新竹市,
78,10,Allen,tw12458790,高雄市,
79,10,Duoduo,tw29253980,臺中市,
80,10,TheONE_LINYOUYI,tw08069127,新北市,
81,10,EasonLee,tw98121463,新北市,/tw/deck-build/recipe/SPyVtj-cpDciz-rBFQZn/
82,10,larry-N1ARK,tw99589299,高雄市,/tw/deck-build/recipe/qaXxLd-ltufXV-DdYXPL/
83,10,cliffwu,tw74070399,臺中市,/tw/deck-build/recipe/xvsyrS-zVQLWs-HJhXKq/
84,10,OceanTsoi,tw49113528,新竹縣,
85,10,Nick,tw17419300,新北市,/tw/deck-build/recipe/DgyIIw-LFnSnd-RVXxEW/
86,10,Sean,tw65322738,臺北市,
87,10,KB_QQQQQQ,tw42619471,新北市,
88,10,EdwardJR,tw14778853,臺北市,
89,10,Jeff-LIN,tw20160383,臺中市,
90,10,Zishan,tw41958538,新北市,
91,10,oneday,tw26859059,高雄市,
92,10,Dream-N1ARK,tw54462001,高雄市,
93,10,YUE,tw09225755,南投縣,/tw/deck-build/recipe/UyHhkJ-dHsAze-gFtoTZ/
94,10,Sean,tw29666642,桃園市,/tw/deck-build/recipe/YUNYtT-luFvQM-sIzvsy/
95,10,yoyo-N1ARK,tw87775945,高雄市,/tw/deck-build/recipe/uwjOJO-KSLhhA-oOBMzO/
96,10,Joshua,tw58176881,新竹市,
97,10,Shine,tw45659587,彰化縣,
98,10,Jerrychi,tw52648273,臺中市,
99,10,Luke,tw17698132,新北市,
100,10,Sunny,tw50896397,新竹縣,/tw/deck-build/recipe/mhcVjK-rhYUPP-CciWse/
101,10,Hsun,tw92487491,臺北市,
102,10,milktea,tw78372275,臺中市,
103,10,Sean-N1ARK,tw36617899,高雄市,/tw/deck-build/recipe/SekEHc-RGMJCR-rywImx/
104,10,@_@,tw33313861,臺南市,/tw/deck-build/recipe/CtmFwT-SYjboI-PbnxnJ/
105,10,Zhamao.,tw53413653,新北市,/tw/deck-build/recipe/VyESXF-IiVSmD-WELsKU/
106,10,POCHUN.CHEN,tw94001188,新竹縣,
107,10,oscar,tw98510615,南投縣,
108,10,XiJinping,tw97165922,新竹市,
109,10,baimo,tw17532169,臺中市,/tw/deck-build/recipe/pcPgyg-bGKNws-ENnKbL/
110,10,Harry,tw66551687,新北市,
111,10,Luke,tw98325703,桃園市,/tw/deck-build/recipe/KslxyL-hDOhze-xzvlgA/
112,10,PLAY,tw33344901,彰化縣,
113,10,TCGSTORE_Martin,tw93782599,桃園市,
114,10,Santos,tw70719415,新竹縣,
115,10,Tim,tw72722713,新北市,/tw/deck-build/recipe/tgGLkY-OkFbIx-ZnooPh/
116,10,Ryder,tw55696269,南投縣,/tw/deck-build/recipe/voWPtz-STzqLj-XodDWS/
117,10,jasper,tw52758385,新竹市,/tw/deck-build/recipe/LRnfPL-gwoFdy-pbnUYJ/
118,10,Toby,tw29265523,新北市,
119,10,James,tw53425245,桃園市,
120,10,Eri,tw87539268,臺北市,
121,10,Gary,tw36271539,新北市,
122,10,Iyiu,tw57615176,彰化縣,
123,10,MJ,tw00570442,臺北市,
124,10,Jatt,tw56919295,新北市,
125,10,CT,tw90930625,新竹市,
126,10,WangPoYEN,tw30975565,新北市,
127,10,Tzo,tw35693495,花蓮縣,
128,10,Kevin,tw68099707,新北市,/tw/deck-build/recipe/YPLAPP-fsvqvb-swHkhp/
