rank,points,username,player_id,region,deck_url
1,100,TCGSTORE_SHAOTONG,tw03103631,臺北市,
2,75,Dream-N1ARK,tw54462001,高雄市,/tw/deck-build/recipe/ofMWLY-OPaaLM-XqWjPi/
3,50,YuAn._84,tw12769027,新北市,
4,50,Tim,tw89368672,新北市,
5,25,Anka,tw54587316,新北市,
6,25,ED,tw97066779,高雄市,
7,25,Iyiu,tw57615176,彰化縣,
8,25,B.N.C 林奕杰,tw75131206,高雄市,
9,20,Klefki_Timmy,tw74697953,高雄市,
10,20,WUJIASIANG,tw42891021,彰化縣,/tw/deck-build/recipe/KJQoEi-OIGjdP-RgnZma/
11,20,JayWu100,tw85313935,新北市,
12,20,B.N.C 林宇廷,tw37556303,高雄市,
13,20,Joshua,tw58176881,新竹市,
14,20,oneday,tw26859059,高雄市,
15,20,totototo,tw26186753,高雄市,/tw/deck-build/recipe/bbfGyy-pyqtcp-msIHSZ/
16,20,Wade010926,tw42986392,臺北市,
17,15,Jerry,tw09468385,臺北市,
18,15,Hsun,tw92487491,臺北市,
19,15,Santos,tw70719415,新竹縣,
20,15,Beck,tw93719435,高雄市,/tw/deck-build/recipe/OKIqKq-fgjcYV-NXZHfb/
21,15,EricYang,tw04887888,高雄市,
22,15,James,tw34406887,新竹縣,
23,15,PTCG-BOY,tw18142838,臺北市,
24,15,cliffwu,tw74070399,臺中市,/tw/deck-build/recipe/kpeykt-pCwtss-hGdmNE/
25,15,zivchen,tw30267620,臺中市,
26,15,AndrewChung,tw89973725,高雄市,
27,15,aurora,tw58040892,新北市,
28,15,Cheng1117,tw91113369,彰化縣,
29,15,HAO-YU,tw65972314,新北市,
30,15,Willy,tw38952785,桃園市,
31,15,LeeFour,tw52776388,高雄市,
32,15,vegetable,tw15743285,高雄市,/tw/deck-build/recipe/yseZuY-oPQFJn-DkKYxu/
