rank,points,username,player_id,region,deck_url
1,100,TheONE_KuoPinYi,tw96234784,臺北市,
2,75,Joseph,tw45957987,新北市,
3,50,Toby,tw29265523,新北市,
4,50,Stanley040402,tw46899884,新北市,
5,25,Anka,tw54587316,新北市,
6,25,JayWu100,tw85313935,新北市,/tw/deck-build/recipe/NpBLFV-MMnVKY-QINUOj/
7,25,James,tw34406887,新竹縣,/tw/deck-build/recipe/gCWqaA-LFBLLs-wxrbAO/
8,25,波加曼弟弟,tw32638091,臺北市,
9,20,LiBoyu,tw43248631,臺中市,
10,20,MJ,tw00570442,臺北市,
11,20,PTCG-BOY,tw18142838,臺北市,
12,20,Iyiu,tw57615176,彰化縣,
13,20,Ray,tw59978529,臺南市,/tw/deck-build/recipe/ddDTRO-iDmOrj-CNtCVx/
14,20,Evan,tw91677599,新北市,
15,20,Ryan,tw62205605,高雄市,/tw/deck-build/recipe/BlBSFc-oloNmT-nEnqHD/
16,20,Yuki,tw24617527,新北市,
17,15,PEIN,tw82187253,桃園市,
18,15,POCHUN.CHEN,tw94001188,新竹縣,
19,15,Wilson,tw66007671,新北市,
20,15,Jerry,tw09468385,臺北市,
21,15,CCT_Shirakami,tw54665545,高雄市,/tw/deck-build/recipe/hCXkYN-LJAqEK-ZDsGlH/
22,15,Ben,tw72893589,新北市,
23,15,EricYang,tw04887888,高雄市,
24,15,LINCHENJUI,tw91466649,新北市,
25,15,Kayson,tw81419386,新北市,
26,15,Stalin,tw76224514,新北市,
27,15,TheONE_LINYOUYI,tw08069127,新北市,
28,15,Luke,tw61878373,臺北市,
29,15,larry-N1ARK,tw99589299,高雄市,/tw/deck-build/recipe/WWATWf-ppLkGj-vpwtGd/
30,15,aurora,tw58040892,新北市,
31,15,Benjamin,tw99268898,臺北市,
32,15,Dr.GMBRayRay,tw58703570,高雄市,
