rank,points,username,player_id,region,deck_url
1,100,曉致,tw63508480,高雄市,
2,75,felix,tw12363623,臺北市,
3,50,AhXin,tw79270381,臺北市,/tw/deck-build/recipe/FarFlE-AsxNSX-qNaJIF/
4,50,Modred1104,tw44821842,臺中市,/tw/deck-build/recipe/CRUQji-OIfGaJ-BBRiTG/
5,25,LINCHEHSUAN,tw95954871,臺北市,
6,25,TCGSTORE_阿元,tw79280986,臺北市,
7,25,DCG_J35815916,tw09574160,高雄市,
8,25,cian,tw78657682,高雄市,
9,20,Mark,tw46076033,高雄市,
10,20,DCG_01,tw24854365,新竹縣,
11,20,dented-Dusknoir,tw32830944,彰化縣,/tw/deck-build/recipe/monqEb-sxsmkd-fEcjSc/
12,20,Galaxy,tw27568465,臺中市,
13,20,HiroNano,tw07054500,新北市,
14,20,Beef,tw79411276,新北市,
15,20,QQ,tw26175828,臺中市,
16,20,阿童,tw39185310,臺北市,/tw/deck-build/recipe/oXCPIQ-gRRBpb-mGlAOI/
17,15,Laolio,tw29536370,新北市,/tw/deck-build/recipe/pytKkR-MjBxlg-XeqdMO/
18,15,Sin,tw61279434,高雄市,
19,15,Panda,tw79476009,臺北市,/tw/deck-build/recipe/afMAYY-EzgEFT-NfPliu/
20,15,cxy,tw84592025,桃園市,
21,15,TuHungHsiang,tw67479231,新北市,
22,15,ScreamTail,tw42619935,臺南市,
23,15,海豹姐,tw01909140,彰化縣,/tw/deck-build/recipe/depSHf-OhHVvD-ygTBSD/
24,15,GAMEBRAY,tw39536527,臺北市,
25,15,Lisalu,tw43007249,臺中市,/tw/deck-build/recipe/KpsOnd-FtLZgz-XmpoYx/
26,15,Jack,tw54430001,新竹市,/tw/deck-build/recipe/ZqYmqx-tZYAMK-BrfJUp/
27,15,JayC,tw07460167,新北市,
28,15,Tym,tw83751916,新北市,
29,15,Chenjuin1123,tw82001299,新北市,
30,15,JimmyTai,tw39894258,新北市,
31,15,crobat359,tw64047064,臺北市,
32,15,ChienTingYu,tw93020902,新北市,
33,10,sasashark,tw19522331,新北市,
34,10,Sho,tw04057494,基隆市,
35,10,Baral,tw72464013,新北市,
36,10,Yun,tw13224458,臺中市,
37,10,callyshih,tw54739989,新北市,
38,10,CHENIWEI,tw42246097,桃園市,
39,10,罐頭,tw45806310,高雄市,
40,10,AllenC,tw84386196,新北市,
41,10,Luffy87512,tw96909333,桃園市,
42,10,1212wr,tw15533641,新北市,/tw/deck-build/recipe/DqPalo-FkMeUY-JivWJY/
43,10,Tiger,tw15435377,新北市,
44,10,rabbit,tw24203947,新北市,
45,10,Cookie,tw42912360,高雄市,
46,10,86,tw94971550,臺北市,
47,10,Mel,tw22468825,花蓮縣,/tw/deck-build/recipe/hdkhrY-yFjIGe-ZdIKjN/
48,10,Bryn,tw72174151,新北市,
49,10,Imthebox,tw28284849,臺北市,/tw/deck-build/recipe/vngWOb-lSGijx-LqLTBs/
50,10,KHJL,tw33425386,臺北市,
51,10,TEAM_David,tw10467123,臺北市,
52,10,Hank,tw33274690,臺北市,
53,10,Peterwang,tw63493594,新北市,/tw/deck-build/recipe/tlUtZH-oSEJjU-dbjFYp/
54,10,WhiteWang,tw11470208,桃園市,
55,10,NONO,tw96941906,新北市,
56,10,Dennis,tw75820315,臺北市,
57,10,rweiwei,tw32921509,基隆市,
58,10,Nkrs,tw29121960,新北市,/tw/deck-build/recipe/ALTmRJ-qiVRwd-jMexyx/
59,10,Adrian5151,tw85067465,新北市,
60,10,DKA_PIGRIGHT0,tw93433450,宜蘭縣,
61,10,sean,tw93510293,新北市,
62,10,andyyou,tw74724265,臺北市,
63,10,Benny,tw94173678,臺中市,/tw/deck-build/recipe/tEmjPl-GzcbZY-TyOKrs/
64,10,daniel,tw86056382,新北市,
65,8,Ken,tw82119121,臺南市,/tw/deck-build/recipe/kTFgRw-jmQWCp-QdlKum/
66,8,QQQ,tw52484577,桃園市,
67,8,xiao,tw78681290,新北市,
68,8,J4son,tw97135682,臺中市,
69,8,Good-people-card,tw67295326,臺北市,
70,8,kazma,tw04461037,臺北市,
71,8,Daniel,tw29377361,臺北市,/tw/deck-build/recipe/CWZcTN-OZrxpD-HVynHz/
72,8,Wei,tw53723254,臺中市,
73,8,jason1201,tw11247537,宜蘭縣,
74,8,Boluomao,tw28412822,新北市,/tw/deck-build/recipe/PDjtzh-NDsFbk-SPEngo/
75,8,Eric,tw95261451,新北市,/tw/deck-build/recipe/yjRxgM-bALpar-wFphxc/
76,8,ms0304711,tw68763677,臺北市,
77,8,Ubry,tw56240698,新北市,
78,8,Chen Chin Han,tw11968406,臺中市,
79,8,ChenChuXiang,tw66134077,嘉義縣,
80,8,AndyChou,tw44127879,新北市,
81,8,Heisenberg,tw22529091,臺北市,
82,8,Jerry,tw88288372,新北市,
83,8,ZIYI777,tw69848864,新北市,
84,8,Shin,tw14788730,臺北市,
85,8,Leon,tw27395288,新北市,
86,8,Miltank,tw46795660,臺北市,
87,8,Yu,tw94518932,彰化縣,
88,8,Gai,tw89609352,桃園市,
89,8,Snake,tw01024875,新北市,
90,8,wy,tw38236579,新竹縣,
91,8,Anderson,tw21473522,新北市,/tw/deck-build/recipe/ESQDps-curBKQ-zsMCKz/
92,8,Charlie,tw64567116,臺中市,
93,8,BrianC88,tw53671851,臺北市,/tw/deck-build/recipe/WbHUCN-nYJBGL-bcdgRY/
94,8,陽月爸,tw32240000,新北市,
95,8,De,tw22480109,基隆市,
96,8,john1029,tw04057117,臺北市,
97,8,Eyang,tw07314439,臺北市,
98,8,Happy,tw80853920,新北市,
99,8,應威德,tw89449964,新北市,
100,8,egghead,tw93105739,基隆市,
101,8,i._.an,tw17320018,臺北市,
102,8,Shooting,tw66459371,臺北市,
103,8,Janet,tw13786805,臺北市,
104,8,Yue,tw61533794,臺北市,
105,8,Girox,tw07615948,臺北市,/tw/deck-build/recipe/edhhST-ytWSKL-Diolpr/
106,8,Bruce_Chen,tw23712439,新北市,/tw/deck-build/recipe/nsvXNj-dMMFHH-zUsuDn/
107,8,LeeKai,tw26670105,臺北市,
108,8,PoYangHsu,tw10141695,高雄市,
109,8,LSS,tw54378013,新北市,
110,8,Bryant,tw76309421,新北市,/tw/deck-build/recipe/BZeQBv-jJkEWI-SoIelY/
111,8,Warrior5454,tw54988993,桃園市,/tw/deck-build/recipe/UJuBMD-BgPmrs-VMlITT/
112,8,Moon,tw97931731,臺北市,
113,8,Chuangbob,tw59842400,新竹市,
114,8,SnorLAX,tw08457807,苗栗縣,
115,8,ClawsTY Martin,tw76086171,桃園市,
116,8,XJH_Tangfen,tw02826499,新北市,
117,8,Sullyoon,tw63635828,新北市,/tw/deck-build/recipe/gPSotP-aVcvnG-qRqfzP/
118,8,DOGE,tw65741542,新北市,
119,8,XRY,tw93076075,臺中市,
120,8,TsaiYaoChing,tw76258268,屏東縣,
121,8,GZ_ChuanGe,tw40123518,臺北市,
122,8,Za,tw47060918,臺北市,/tw/deck-build/recipe/uucfSY-GGsLXB-dakPDi/
123,8,Eileen,tw48890271,新北市,
124,8,hyc,tw41286139,新竹市,/tw/deck-build/recipe/odoXUj-KZpQgT-LoFlwL/
125,8,薄荷Echo,tw55332465,高雄市,
126,8,siao,tw26089798,新北市,
127,8,SD,tw05197795,新北市,
128,8,yolin,tw28179733,臺北市,/tw/deck-build/recipe/uqIrBu-XJObWq-JUqMdf/
129,6,R_sung,tw13732364,桃園市,
130,6,KidTony,tw53900884,臺北市,/tw/deck-build/recipe/PuKRgV-cygNPI-sEYKkv/
131,6,Ray,tw01732860,臺北市,
132,6,house,tw75352342,新北市,/tw/deck-build/recipe/XBajzC-KHuzvb-bpwcVf/
133,6,Lsivmdz,tw71598135,新北市,/tw/deck-build/recipe/sLZKUj-aYCZEN-BzYPVo/
134,6,TCGSTORE_MASSA,tw85147749,臺北市,
