rank,points,username,player_id,region,deck_url
1,100,NiHao_WoChiYiDian,tw56336073,臺中市,
2,75,Tiger,tw15435377,新北市,
3,50,Bob,tw13624938,彰化縣,
4,50,Danyang,tw03132048,高雄市,
5,25,HuiJungCheng,tw18429175,臺中市,
6,25,DONG_JI_WU,tw59054436,臺中市,/tw/deck-build/recipe/fStrdL-ufFNxH-olPVtk/
7,25,HEJIAYING,tw49698910,新北市,
8,25,XJH_Fengshen,tw15026318,新北市,
9,20,Mark,tw46076033,高雄市,
10,20,shawn,tw42309306,臺中市,
11,20,Zhaorui,tw88780324,臺中市,
12,20,bamboo,tw65483922,新北市,
13,20,瘋桌遊楠梓店正老闆徵闆娘！,tw02559687,高雄市,
14,20,Miltank,tw46795660,臺北市,
15,20,Modred1104,tw44821842,臺中市,/tw/deck-build/recipe/mZEzOM-SgsLKf-ZDopwy/
16,20,omi,tw96801156,高雄市,/tw/deck-build/recipe/BoSidk-UTVpyl-RihLuf/
17,15,asus,tw25961863,嘉義縣,/tw/deck-build/recipe/rIbCAn-mMfVcj-rKwJvz/
18,15,Aki,tw41073870,臺中市,
19,15,Rukai-Warriors,tw96137948,屏東縣,/tw/deck-build/recipe/Rcbrdz-LbzMSf-mMYHkJ/
20,15,Snake,tw01024875,新北市,
21,15,TCGSTORE_MASSA,tw85147749,臺北市,
22,15,ChenMinQian,tw75551324,苗栗縣,
23,15,Hank,tw33274690,臺北市,
24,15,LeonChen,tw26870425,高雄市,
25,15,CTSYUHAO,tw24889276,嘉義縣,
26,15,Hsiang,tw49877892,桃園市,
27,15,MiraidonThreeGun,tw65388478,澎湖縣,/tw/deck-build/recipe/EQFpVk-jDQMQF-PhcNfR/
28,15,Jiao,tw78403870,新北市,
29,15,Biaoz,tw00357547,新北市,
30,15,Stanley.LAI,tw29404493,臺中市,
31,15,Laolio,tw29536370,新北市,/tw/deck-build/recipe/lQeQMM-fQXEcP-cXJdNf/
32,15,Shark,tw62820523,基隆市,
33,10,TopCard_Fu,tw77877383,新竹縣,
34,10,CURRY,tw69372013,臺中市,
35,10,NewFlavors,tw17203659,臺北市,
36,10,ShaArRK,tw51496473,桃園市,
37,10,cat0924,tw50239297,臺南市,/tw/deck-build/recipe/jDOafN-wmphKX-wubQwM/
38,10,Moon-Shadow,tw99271821,雲林縣,
39,10,Jeremy0224,tw58817602,臺北市,
40,10,Afro0128,tw73975912,新竹市,
41,10,Derek,tw55296032,臺南市,
42,10,XRY,tw93076075,臺中市,
43,10,Shanks,tw28750216,新北市,
44,10,GHG_PeterWine,tw16132632,宜蘭縣,
45,10,HaveFun-WeiWei,tw35839691,桃園市,
46,10,PoYangHsu,tw10141695,高雄市,
47,10,cxy,tw84592025,桃園市,
48,10,Michael,tw96366677,高雄市,
49,10,Towasamalike,tw23205294,臺南市,
50,10,BerryLee,tw50202065,高雄市,
51,10,Eason,tw59471628,基隆市,
52,10,Kai,tw90337288,新竹縣,
