rank,points,username,player_id,region,deck_url
1,20,a1phaki,tw70378594,桃園市,
2,12,jason1201,tw11247537,宜蘭縣,
3,10,GUAN-LUN-CHEN,tw01012666,新北市,
4,10,Bernard,tw58300323,宜蘭縣,
5,8,GHG_PeterWine,tw16132632,宜蘭縣,
6,8,hhh17653,tw69804633,宜蘭縣,
7,8,Msapiens,tw61792938,臺中市,
8,8,Tym,tw83751916,新北市,
9,6,Nanaya,tw03168456,宜蘭縣,
10,6,Sam,tw37158463,花蓮縣,
11,6,Paul,tw63371149,宜蘭縣,
12,6,pokemonvsch1,tw15392207,新北市,
13,6,linhoching,tw02856732,臺南市,
14,6,LAI-BO-KAI,tw23930741,宜蘭縣,
15,6,tewyliu0120,tw69206206,新北市,
16,6,Mike_wu,tw83426001,宜蘭縣,
