rank,points,username,player_id,region,deck_url
1,20,JYHSU,tw49759795,新北市,
2,12,David,tw87203702,新北市,
3,10,TCGSTORE_SHAOTONG,tw03103631,臺北市,
4,10,Frank32030,tw89643656,臺北市,
5,8,Jeremy,tw08615728,臺北市,
6,8,應威德,tw89449964,新北市,
7,8,Legoboy,tw97627454,桃園市,
8,8,Snake,tw01024875,新北市,
9,6,Aragari,tw92466220,新竹縣,
10,6,Seaborgium,tw37208259,臺北市,
11,6,Silhon,tw28562107,屏東縣,
12,6,DaiDai,tw73358187,臺北市,
13,6,Jayce,tw69576075,臺北市,
14,6,AshinkA,tw21793411,新北市,
15,6,kusalagi,tw68518328,臺北市,
16,6,Lin,tw74542521,新北市,
17,4,yuyu614,tw11292760,臺北市,
18,4,Dr.K,tw56111018,臺北市,
19,4,Chensiangjie,tw81419386,新北市,
20,4,JPL,tw70889763,新北市,
21,4,YU,tw48828788,臺北市,
22,4,Aden,tw52162016,新北市,
23,4,TCGSTORE_HSUAN,tw49340794,臺北市,
24,4,Jimmy,tw32262790,臺北市,
25,4,TheONE_LINYOUYI,tw08069127,新北市,
26,4,GOOSE,tw34536798,臺南市,
27,4,Zhamao.,tw53413653,新北市,
28,4,dddddtz,tw51061468,宜蘭縣,
29,4,Sam,tw25513412,宜蘭縣,
30,4,aurora,tw58040892,新北市,
31,4,TuTuLin,tw69425578,高雄市,
32,4,Evan,tw91677599,新北市,
