rank,points,username,player_id,region,deck_url
1,20,Akashi,tw23764220,彰化縣,
2,12,Wei,tw53723254,臺中市,
3,10,Bulu8827,tw95198982,臺中市,
4,10,QQ,tw26175828,臺中市,
5,8,ryanwu,tw08856107,臺中市,
6,8,StarCurry,tw41768227,彰化縣,
7,8,KoU_CH,tw09658991,臺中市,
8,8,LiBoyu,tw43248631,臺中市,
9,6,HAO-YU,tw65972314,新北市,
10,6,KoU_Ray,tw77919530,臺中市,
11,6,Jiago,tw35707148,臺南市,
12,6,Yu,tw94518932,彰化縣,
13,6,NiHao_WoChiYiDian,tw56336073,臺中市,
14,6,Stanley.LAI,tw29404493,臺中市,
15,6,風龍是我的手下敗將,tw43380150,臺中市,
16,6,Rjjiang,tw59882595,臺中市,
