rank,points,username,player_id,region,deck_url
1,300,ChenMinQian,tw75551324,苗栗縣,
2,150,Towasamalike,tw23205294,臺南市,
3,100,陽月爸,tw32240000,新北市,
3,100,AndyChou,tw44127879,新北市,
5,75,Victor,tw76369505,新北市,/tw/deck-build/recipe/QqZWaU-HczxPW-dqFAVF/
5,75,ChienTingYu,tw93020902,新北市,
5,75,CLZ,tw60311204,臺北市,
5,75,Fi_ZhengYang,tw11047177,高雄市,
9,50,Akashi,tw23764220,彰化縣,
10,50,阿童,tw39185310,臺北市,
11,50,Bruce,tw84916149,新北市,/tw/deck-build/recipe/dxOUHS-BYMEPS-cZUAoa/
12,50,Shark,tw62820523,基隆市,
13,50,GMS-YO,tw93955100,臺南市,
14,50,MoonCake,tw30898169,新北市,/tw/deck-build/recipe/DEXxed-kuosTH-AUCknA/
15,50,Nihaowoshiguanjun,tw42912360,高雄市,
16,50,ScreamTail,tw42619935,臺南市,
17,25,Thomas,tw04945340,臺北市,
18,25,JEFF,tw33544977,新北市,
19,25,Ink,tw41822925,新竹市,/tw/deck-build/recipe/qEIypH-sluZZG-hUtKjv/
20,25,86,tw94971550,臺北市,
21,25,DCG_2330,tw46798799,臺北市,
22,25,yuyu614,tw11292760,臺北市,
23,25,HaoJun,tw11795582,高雄市,
24,25,Jiao,tw78403870,新北市,
25,25,XRY,tw93076075,臺中市,
26,25,lkkder,tw06441088,高雄市,/tw/deck-build/recipe/ERuODs-oDsEQh-OvEkJP/
27,25,Osborn,tw07020662,臺北市,/tw/deck-build/recipe/qEqSJf-itUpya-Dpinrp/
28,25,TW-WANG_YI_WEN,tw12008699,高雄市,/tw/deck-build/recipe/iDlLPK-VBQnNN-aNPxvJ/
29,25,Jimin,tw69372013,臺中市,
30,25,aaaa,tw36759052,臺中市,
31,25,Chuangbob,tw59842400,新竹市,
32,25,rabbit,tw24203947,新北市,
33,15,ZIYI777,tw69848864,新北市,
34,15,Ming,tw90996252,宜蘭縣,/tw/deck-build/recipe/RvRDSk-SHCtET-qRNAng/
35,15,a1phaki,tw70378594,桃園市,
