record_type,round,page_index,table_no,player_no,player_id,player_score,opponent_id,opponent_score,rank,total_score,omw_pct,wo_score,avomw_pct
round_pairing,Round 1,1,1,804,tw07103027,,tw72278781,,,,,,
round_pairing,Round 1,1,1,847,tw72278781,,tw07103027,,,,,,
round_pairing,Round 1,1,2,1893,tw86826208,,tw25007020,,,,,,
round_pairing,Round 1,1,2,817,tw25007020,,tw86826208,,,,,,
round_pairing,Round 1,1,3,812,tw18947254,,tw25513412,,,,,,
round_pairing,Round 1,1,3,818,tw25513412,,tw18947254,,,,,,
round_pairing,Round 1,1,4,816,tw23619820,,tw67765608,,,,,,
round_pairing,Round 1,1,4,843,tw67765608,,tw23619820,,,,,,
round_pairing,Round 1,1,5,825,tw40370232,,tw94758573,,,,,,
round_pairing,Round 1,1,5,861,tw94758573,,tw40370232,,,,,,
round_pairing,Round 1,1,6,1564,tw52212483,,tw08948324,,,,,,
round_pairing,Round 1,1,6,805,tw08948324,,tw52212483,,,,,,
round_pairing,Round 1,1,7,1326,tw52539551,,tw87786791,,,,,,
round_pairing,Round 1,1,7,855,tw87786791,,tw52539551,,,,,,
round_pairing,Round 1,1,8,1518,tw76445156,,tw10112482,,,,,,
round_pairing,Round 1,1,8,1525,tw10112482,,tw76445156,,,,,,
round_pairing,Round 1,1,9,803,tw06637395,,tw39637174,,,,,,
round_pairing,Round 1,1,9,824,tw39637174,,tw06637395,,,,,,
round_pairing,Round 1,1,10,814,tw19962622,,tw74834256,,,,,,
round_pairing,Round 1,1,10,848,tw74834256,,tw19962622,,,,,,
round_pairing,Round 1,1,11,1376,tw66387397,,tw95273659,,,,,,
round_pairing,Round 1,1,11,1684,tw95273659,,tw66387397,,,,,,
round_pairing,Round 1,1,12,807,tw12320398,,tw78207749,,,,,,
round_pairing,Round 1,1,12,850,tw78207749,,tw12320398,,,,,,
round_pairing,Round 1,1,13,1833,tw42163963,,tw88014909,,,,,,
round_pairing,Round 1,1,13,856,tw88014909,,tw42163963,,,,,,
round_pairing,Round 1,1,14,846,tw69197193,,tw89224755,,,,,,
round_pairing,Round 1,1,14,857,tw89224755,,tw69197193,,,,,,
round_pairing,Round 1,1,15,1248,tw82494238,,tw00440397,,,,,,
round_pairing,Round 1,1,15,800,tw00440397,,tw82494238,,,,,,
round_pairing,Round 1,1,16,1652,tw08952821,,tw65586414,,,,,,
round_pairing,Round 1,1,16,1818,tw65586414,,tw08952821,,,,,,
round_pairing,Round 1,1,17,830,tw45284866,,tw90786092,,,,,,
round_pairing,Round 1,1,17,858,tw90786092,,tw45284866,,,,,,
round_pairing,Round 1,1,18,819,tw26801592,,tw97154037,,,,,,
round_pairing,Round 1,1,18,863,tw97154037,,tw26801592,,,,,,
round_pairing,Round 1,1,19,838,tw58925393,,tw83709077,,,,,,
round_pairing,Round 1,1,19,852,tw83709077,,tw58925393,,,,,,
round_pairing,Round 1,1,20,1385,tw38788190,,tw42397162,,,,,,
round_pairing,Round 1,1,20,826,tw42397162,,tw38788190,,,,,,
round_pairing,Round 1,1,21,1426,tw13995413,,tw68210121,,,,,,
round_pairing,Round 1,1,21,845,tw68210121,,tw13995413,,,,,,
round_pairing,Round 1,1,22,1024,tw52228600,,tw37740270,,,,,,
round_pairing,Round 1,1,22,822,tw37740270,,tw52228600,,,,,,
round_pairing,Round 1,1,23,1053,tw22756831,,tw98185930,,,,,,
round_pairing,Round 1,1,23,864,tw98185930,,tw22756831,,,,,,
round_pairing,Round 1,1,24,1041,tw74352344,,tw92537962,,,,,,
round_pairing,Round 1,1,24,860,tw92537962,,tw74352344,,,,,,
round_pairing,Round 1,1,25,810,tw13589650,,tw44446459,,,,,,
round_pairing,Round 1,1,25,829,tw44446459,,tw13589650,,,,,,
round_pairing,Round 1,2,26,813,tw19927578,,tw67831953,,,,,,
round_pairing,Round 1,2,26,844,tw67831953,,tw19927578,,,,,,
round_pairing,Round 1,2,27,1562,tw77919530,,tw16059486,,,,,,
