rank,points,username,player_id,region,deck_url
1,20,Wei,tw53723254,臺中市,
2,12,Will,tw95120042,臺中市,
3,10,shawn,tw42309306,臺中市,
4,10,Jerry,tw45498080,臺中市,
5,8,Benny,tw94173678,臺中市,
6,8,Modred1104,tw44821842,臺中市,
7,8,Sean666,tw46437830,臺中市,
8,8,GMS_Mew,tw67759215,新北市,
9,6,Akashi,tw23764220,彰化縣,
10,6,CK,tw69256305,苗栗縣,
11,6,Nick,tw55000893,臺中市,
12,6,Aki,tw41073870,臺中市,
13,6,Ming,tw02106832,臺中市,
14,6,Jester,tw63343435,彰化縣,
15,6,Siang,tw75380665,臺中市,
16,6,QQ,tw26175828,臺中市,
17,4,CaraaGTuiBao,tw18638755,彰化縣,
18,4,LiBoyu,tw43248631,臺中市,
19,4,太陽,tw41563340,臺中市,
20,4,DONG_JI_WU,tw59054436,臺中市,
21,4,Lora,tw21820105,桃園市,
22,4,Dto,tw62020476,彰化縣,
23,4,Stanley.LAI,tw29404493,臺中市,
24,4,zivchen,tw30267620,臺中市,
25,4,風龍是我的手下敗將,tw43380150,臺中市,
26,4,PP_SiJiDou,tw63823732,臺中市,
27,4,fred60216,tw14942902,臺中市,
28,4,Nice,tw06400208,臺中市,
29,4,Jimin,tw69372013,臺中市,
30,4,Iyiu,tw57615176,彰化縣,
31,4,Mazu,tw37918429,桃園市,
32,4,ShouFan,tw52517280,臺中市,
